"날짜","일차","출발시간","소요시간","눈비","교통량합계1종","교통량합계2종","인구수","교통량합계"
2019-02-01,0,15,91,FALSE,33608944,1024221,10010983,34633165
2019-02-02,1,15,107,FALSE,33608944,1024221,10010983,34633165
2019-02-05,2,15,116,FALSE,33608944,1024221,10010983,34633165
2019-02-06,3,15,93,FALSE,33608944,1024221,10010983,34633165
2019-02-07,4,15,84,FALSE,33608944,1024221,10010983,34633165
2019-02-01,0,16,93,FALSE,35032825,955431,10010983,35988256
2019-02-02,1,16,105,FALSE,35032825,955431,10010983,35988256
2019-02-05,2,16,136,FALSE,35032825,955431,10010983,35988256
2019-02-06,3,16,95,FALSE,35032825,955431,10010983,35988256
2019-02-07,4,16,84,FALSE,35032825,955431,10010983,35988256
2019-02-01,0,17,102,FALSE,36516571,806893,10010983,37323464
2019-02-02,1,17,112,FALSE,36516571,806893,10010983,37323464
2019-02-05,2,17,141,FALSE,36516571,806893,10010983,37323464
2019-02-06,3,17,98,FALSE,36516571,806893,10010983,37323464
2019-02-07,4,17,86,FALSE,36516571,806893,10010983,37323464
2019-02-01,0,18,114,FALSE,32785624,744287,10010983,33529911
2019-02-02,1,18,103,FALSE,32785624,744287,10010983,33529911
2019-02-05,2,18,140,FALSE,32785624,744287,10010983,33529911
2019-02-06,3,18,96,FALSE,32785624,744287,10010983,33529911
2019-02-07,4,18,88,FALSE,32785624,744287,10010983,33529911
2019-02-01,0,19,118,TRUE,24920431,387278,10010983,25307709
2019-02-02,1,19,108,FALSE,24920431,387278,10010983,25307709
2019-02-05,2,19,131,FALSE,24920431,387278,10010983,25307709
2019-02-06,3,19,93,FALSE,24920431,387278,10010983,25307709
2019-02-07,4,19,87,FALSE,24920431,387278,10010983,25307709
2019-02-01,0,20,114,TRUE,19848460,268311,10010983,20116771
2019-02-02,1,20,95,FALSE,19848460,268311,10010983,20116771
2019-02-05,2,20,121,FALSE,19848460,268311,10010983,20116771
2019-02-06,3,20,91,FALSE,19848460,268311,10010983,20116771
2019-02-07,4,20,87,FALSE,19848460,268311,10010983,20116771
2019-02-01,0,21,105,TRUE,16589408,193720,10010983,16783128
2019-02-02,1,21,92,FALSE,16589408,193720,10010983,16783128
2019-02-05,2,21,112,FALSE,16589408,193720,10010983,16783128
2019-02-06,3,21,92,FALSE,16589408,193720,10010983,16783128
2019-02-07,4,21,83,FALSE,16589408,193720,10010983,16783128
2019-02-01,0,22,103,TRUE,12752880,148790,10010983,12901670
2019-02-02,1,22,94,FALSE,12752880,148790,10010983,12901670
2019-02-05,2,22,103,FALSE,12752880,148790,10010983,12901670
2019-02-06,3,22,90,FALSE,12752880,148790,10010983,12901670
2019-02-07,4,22,85,FALSE,12752880,148790,10010983,12901670
2019-02-01,0,23,102,TRUE,8879652,125583,10010983,9005235
2019-02-02,1,23,91,FALSE,8879652,125583,10010983,9005235
2019-02-05,2,23,97,FALSE,8879652,125583,10010983,9005235
2019-02-06,3,23,87,FALSE,8879652,125583,10010983,9005235
2019-02-07,4,23,82,FALSE,8879652,125583,10010983,9005235
2020-01-23,0,0,77,FALSE,20148323,1190856,9911088,21339179
2020-01-24,1,0,121,FALSE,20148323,1190856,9911088,21339179
2020-01-25,2,0,86,FALSE,20148323,1190856,9911088,21339179
2020-01-26,3,0,94,FALSE,20148323,1190856,9911088,21339179
2020-01-27,4,0,80,FALSE,20148323,1190856,9911088,21339179
2020-01-23,0,1,79,FALSE,12130362,987272,9911088,13117634
2020-01-24,1,1,125,FALSE,12130362,987272,9911088,13117634
2020-01-25,2,1,89,FALSE,12130362,987272,9911088,13117634
2020-01-26,3,1,92,FALSE,12130362,987272,9911088,13117634
2020-01-27,4,1,79,FALSE,12130362,987272,9911088,13117634
2020-01-23,0,2,79,FALSE,8824785,1106470,9911088,9931255
2020-01-24,1,2,139,FALSE,8824785,1106470,9911088,9931255
2020-01-25,2,2,89,FALSE,8824785,1106470,9911088,9931255
2020-01-26,3,2,88,FALSE,8824785,1106470,9911088,9931255
2020-01-27,4,2,99,FALSE,8824785,1106470,9911088,9931255
2020-01-23,0,3,87,FALSE,8199982,1315501,9911088,9515483
2020-01-24,1,3,143,FALSE,8199982,1315501,9911088,9515483
2020-01-25,2,3,93,FALSE,8199982,1315501,9911088,9515483
2020-01-26,3,3,91,FALSE,8199982,1315501,9911088,9515483
2020-01-27,4,3,84,FALSE,8199982,1315501,9911088,9515483
2020-01-23,0,4,87,FALSE,12731122,1698899,9911088,14430021
2020-01-24,1,4,131,FALSE,12731122,1698899,9911088,14430021
2020-01-25,2,4,86,FALSE,12731122,1698899,9911088,14430021
2020-01-26,3,4,88,FALSE,12731122,1698899,9911088,14430021
2020-01-27,4,4,82,FALSE,12731122,1698899,9911088,14430021
2020-01-23,0,5,89,FALSE,38557193,2564767,9911088,41121960
2020-01-24,1,5,147,FALSE,38557193,2564767,9911088,41121960
2020-01-25,2,5,89,FALSE,38557193,2564767,9911088,41121960
2020-01-26,3,5,82,FALSE,38557193,2564767,9911088,41121960
2020-01-27,4,5,83,FALSE,38557193,2564767,9911088,41121960
2020-01-23,0,6,89,FALSE,80475471,3807967,9911088,84283438
2020-01-24,1,6,153,FALSE,80475471,3807967,9911088,84283438
2020-01-25,2,6,91,FALSE,80475471,3807967,9911088,84283438
2020-01-26,3,6,82,FALSE,80475471,3807967,9911088,84283438
2020-01-27,4,6,78,FALSE,80475471,3807967,9911088,84283438
2020-01-23,0,7,88,FALSE,120952590,4272388,9911088,125224978
2020-01-24,1,7,155,FALSE,120952590,4272388,9911088,125224978
2020-01-25,2,7,93,FALSE,120952590,4272388,9911088,125224978
2020-01-26,3,7,89,FALSE,120952590,4272388,9911088,125224978
2020-01-27,4,7,80,FALSE,120952590,4272388,9911088,125224978
2020-01-23,0,8,93,FALSE,129436532,4526928,9911088,133963460
2020-01-24,1,8,150,FALSE,129436532,4526928,9911088,133963460
2020-01-25,2,8,99,FALSE,129436532,4526928,9911088,133963460
2020-01-26,3,8,83,FALSE,129436532,4526928,9911088,133963460
2020-01-27,4,8,84,FALSE,129436532,4526928,9911088,133963460
2020-01-23,0,9,97,FALSE,119768600,5104871,9911088,124873471
2020-01-24,1,9,159,FALSE,119768600,5104871,9911088,124873471
2020-01-25,2,9,94,FALSE,119768600,5104871,9911088,124873471
2020-01-26,3,9,87,FALSE,119768600,5104871,9911088,124873471
2020-01-27,4,9,79,FALSE,119768600,5104871,9911088,124873471
2020-01-23,0,10,93,FALSE,127662301,4891865,9911088,132554166
2020-01-24,1,10,177,FALSE,127662301,4891865,9911088,132554166
2020-01-25,2,10,94,FALSE,127662301,4891865,9911088,132554166
2020-01-26,3,10,85,FALSE,127662301,4891865,9911088,132554166
2020-01-27,4,10,81,FALSE,127662301,4891865,9911088,132554166
2020-01-23,0,11,94,FALSE,129653213,4524882,9911088,134178095
2020-01-24,1,11,188,FALSE,129653213,4524882,9911088,134178095
2020-01-25,2,11,102,FALSE,129653213,4524882,9911088,134178095
2020-01-26,3,11,83,FALSE,129653213,4524882,9911088,134178095
2020-01-27,4,11,84,FALSE,129653213,4524882,9911088,134178095
2020-01-23,0,12,104,FALSE,125981832,4059192,9911088,130041024
2020-01-24,1,12,194,FALSE,125981832,4059192,9911088,130041024
2020-01-25,2,12,112,FALSE,125981832,4059192,9911088,130041024
2020-01-26,3,12,89,FALSE,125981832,4059192,9911088,130041024
2020-01-27,4,12,85,FALSE,125981832,4059192,9911088,130041024
2020-01-23,0,13,106,FALSE,134698380,4028851,9911088,138727231
2020-01-24,1,13,196,FALSE,134698380,4028851,9911088,138727231
2020-01-25,2,13,111,FALSE,134698380,4028851,9911088,138727231
2020-01-26,3,13,93,FALSE,134698380,4028851,9911088,138727231
2020-01-27,4,13,86,FALSE,134698380,4028851,9911088,138727231
2020-01-23,0,14,115,FALSE,140216936,4098335,9911088,144315271
2020-01-24,1,14,172,FALSE,140216936,4098335,9911088,144315271
2020-01-25,2,14,127,FALSE,140216936,4098335,9911088,144315271
2020-01-26,3,14,96,FALSE,140216936,4098335,9911088,144315271
2020-01-27,4,14,87,FALSE,140216936,4098335,9911088,144315271
2020-01-23,0,15,121,FALSE,143690520,3843105,9911088,147533625
2020-01-24,1,15,170,FALSE,143690520,3843105,9911088,147533625
2020-01-25,2,15,127,FALSE,143690520,3843105,9911088,147533625
2020-01-26,3,15,98,FALSE,143690520,3843105,9911088,147533625
2020-01-27,4,15,91,FALSE,143690520,3843105,9911088,147533625
2020-01-23,0,16,129,FALSE,150525075,3439283,9911088,153964358
2020-01-24,1,16,153,FALSE,150525075,3439283,9911088,153964358
2020-01-25,2,16,145,FALSE,150525075,3439283,9911088,153964358
2020-01-26,3,16,99,FALSE,150525075,3439283,9911088,153964358
2020-01-27,4,16,86,FALSE,150525075,3439283,9911088,153964358
2020-01-23,0,17,149,FALSE,159476871,2846161,9911088,162323032
2020-01-24,1,17,142,FALSE,159476871,2846161,9911088,162323032
2020-01-25,2,17,139,FALSE,159476871,2846161,9911088,162323032
2020-01-26,3,17,100,FALSE,159476871,2846161,9911088,162323032
2020-01-27,4,17,92,FALSE,159476871,2846161,9911088,162323032
2020-01-23,0,18,153,FALSE,145540868,2131362,9911088,147672230
2020-01-24,1,18,130,FALSE,145540868,2131362,9911088,147672230
2020-01-25,2,18,152,FALSE,145540868,2131362,9911088,147672230
2020-01-26,3,18,98,FALSE,145540868,2131362,9911088,147672230
2020-01-27,4,18,94,FALSE,145540868,2131362,9911088,147672230
2020-01-23,0,19,162,FALSE,107548314,1693821,9911088,109242135
2020-01-24,1,19,117,FALSE,107548314,1693821,9911088,109242135
2020-01-25,2,19,147,FALSE,107548314,1693821,9911088,109242135
2020-01-26,3,19,97,FALSE,107548314,1693821,9911088,109242135
2020-01-27,4,19,89,FALSE,107548314,1693821,9911088,109242135
2020-01-23,0,20,180,FALSE,85398817,1303605,9911088,86702422
2020-01-24,1,20,108,FALSE,85398817,1303605,9911088,86702422
2020-01-25,2,20,132,FALSE,85398817,1303605,9911088,86702422
2020-01-26,3,20,93,FALSE,85398817,1303605,9911088,86702422
2020-01-27,4,20,94,FALSE,85398817,1303605,9911088,86702422
2020-01-23,0,21,195,FALSE,68703818,1074256,9911088,69778074
2020-01-24,1,21,102,FALSE,68703818,1074256,9911088,69778074
2020-01-25,2,21,118,FALSE,68703818,1074256,9911088,69778074
2020-01-26,3,21,89,FALSE,68703818,1074256,9911088,69778074
2020-01-27,4,21,95,FALSE,68703818,1074256,9911088,69778074
2020-01-23,0,22,167,FALSE,48472139,919533,9911088,49391672
2020-01-24,1,22,97,FALSE,48472139,919533,9911088,49391672
2020-01-25,2,22,108,FALSE,48472139,919533,9911088,49391672
2020-01-26,3,22,87,FALSE,48472139,919533,9911088,49391672
2020-01-27,4,22,97,FALSE,48472139,919533,9911088,49391672
2020-01-23,0,23,179,FALSE,30762106,903098,9911088,31665204
2020-01-24,1,23,90,FALSE,30762106,903098,9911088,31665204
2020-01-25,2,23,102,FALSE,30762106,903098,9911088,31665204
2020-01-26,3,23,89,FALSE,30762106,903098,9911088,31665204
2020-01-27,4,23,94,FALSE,30762106,903098,9911088,31665204
