"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"Normalised (GDP)","United States","Monthly","Jan-2002","Index","Units",,99.14588,
"Normalised (GDP)","United States","Monthly","Feb-2002","Index","Units",,99.14233,
"Normalised (GDP)","United States","Monthly","Mar-2002","Index","Units",,99.13631,
"Normalised (GDP)","United States","Monthly","Apr-2002","Index","Units",,99.11819,
"Normalised (GDP)","United States","Monthly","May-2002","Index","Units",,99.08135,
"Normalised (GDP)","United States","Monthly","Jun-2002","Index","Units",,99.022,
"Normalised (GDP)","United States","Monthly","Jul-2002","Index","Units",,98.94046,
"Normalised (GDP)","United States","Monthly","Aug-2002","Index","Units",,98.83989,
"Normalised (GDP)","United States","Monthly","Sep-2002","Index","Units",,98.7266,
"Normalised (GDP)","United States","Monthly","Oct-2002","Index","Units",,98.6117,
"Normalised (GDP)","United States","Monthly","Nov-2002","Index","Units",,98.50833,
"Normalised (GDP)","United States","Monthly","Dec-2002","Index","Units",,98.42902,
"Normalised (GDP)","United States","Monthly","Jan-2003","Index","Units",,98.38232,
"Normalised (GDP)","United States","Monthly","Feb-2003","Index","Units",,98.37521,
"Normalised (GDP)","United States","Monthly","Mar-2003","Index","Units",,98.4131,
"Normalised (GDP)","United States","Monthly","Apr-2003","Index","Units",,98.49706,
"Normalised (GDP)","United States","Monthly","May-2003","Index","Units",,98.62499,
"Normalised (GDP)","United States","Monthly","Jun-2003","Index","Units",,98.7896,
"Normalised (GDP)","United States","Monthly","Jul-2003","Index","Units",,98.97287,
"Normalised (GDP)","United States","Monthly","Aug-2003","Index","Units",,99.15334,
"Normalised (GDP)","United States","Monthly","Sep-2003","Index","Units",,99.31178,
"Normalised (GDP)","United States","Monthly","Oct-2003","Index","Units",,99.43723,
"Normalised (GDP)","United States","Monthly","Nov-2003","Index","Units",,99.52484,
"Normalised (GDP)","United States","Monthly","Dec-2003","Index","Units",,99.57599,
"Normalised (GDP)","United States","Monthly","Jan-2004","Index","Units",,99.60113,
"Normalised (GDP)","United States","Monthly","Feb-2004","Index","Units",,99.61378,
"Normalised (GDP)","United States","Monthly","Mar-2004","Index","Units",,99.62653,
"Normalised (GDP)","United States","Monthly","Apr-2004","Index","Units",,99.64787,
"Normalised (GDP)","United States","Monthly","May-2004","Index","Units",,99.6832,
"Normalised (GDP)","United States","Monthly","Jun-2004","Index","Units",,99.73539,
"Normalised (GDP)","United States","Monthly","Jul-2004","Index","Units",,99.80409,
"Normalised (GDP)","United States","Monthly","Aug-2004","Index","Units",,99.8875,
"Normalised (GDP)","United States","Monthly","Sep-2004","Index","Units",,99.98275,
"Normalised (GDP)","United States","Monthly","Oct-2004","Index","Units",,100.0854,
"Normalised (GDP)","United States","Monthly","Nov-2004","Index","Units",,100.1898,
"Normalised (GDP)","United States","Monthly","Dec-2004","Index","Units",,100.2891,
"Normalised (GDP)","United States","Monthly","Jan-2005","Index","Units",,100.3753,
"Normalised (GDP)","United States","Monthly","Feb-2005","Index","Units",,100.4411,
"Normalised (GDP)","United States","Monthly","Mar-2005","Index","Units",,100.4837,
"Normalised (GDP)","United States","Monthly","Apr-2005","Index","Units",,100.5095,
"Normalised (GDP)","United States","Monthly","May-2005","Index","Units",,100.5284,
"Normalised (GDP)","United States","Monthly","Jun-2005","Index","Units",,100.5498,
"Normalised (GDP)","United States","Monthly","Jul-2005","Index","Units",,100.5784,
"Normalised (GDP)","United States","Monthly","Aug-2005","Index","Units",,100.6171,
"Normalised (GDP)","United States","Monthly","Sep-2005","Index","Units",,100.6688,
"Normalised (GDP)","United States","Monthly","Oct-2005","Index","Units",,100.7378,
"Normalised (GDP)","United States","Monthly","Nov-2005","Index","Units",,100.8264,
"Normalised (GDP)","United States","Monthly","Dec-2005","Index","Units",,100.9299,
"Normalised (GDP)","United States","Monthly","Jan-2006","Index","Units",,101.0312,
"Normalised (GDP)","United States","Monthly","Feb-2006","Index","Units",,101.1096,
"Normalised (GDP)","United States","Monthly","Mar-2006","Index","Units",,101.1497,
"Normalised (GDP)","United States","Monthly","Apr-2006","Index","Units",,101.1535,
"Normalised (GDP)","United States","Monthly","May-2006","Index","Units",,101.1316,
"Normalised (GDP)","United States","Monthly","Jun-2006","Index","Units",,101.0987,
"Normalised (GDP)","United States","Monthly","Jul-2006","Index","Units",,101.0706,
"Normalised (GDP)","United States","Monthly","Aug-2006","Index","Units",,101.0599,
"Normalised (GDP)","United States","Monthly","Sep-2006","Index","Units",,101.0726,
"Normalised (GDP)","United States","Monthly","Oct-2006","Index","Units",,101.1028,
"Normalised (GDP)","United States","Monthly","Nov-2006","Index","Units",,101.1406,
"Normalised (GDP)","United States","Monthly","Dec-2006","Index","Units",,101.1784,
"Normalised (GDP)","United States","Monthly","Jan-2007","Index","Units",,101.2174,
"Normalised (GDP)","United States","Monthly","Feb-2007","Index","Units",,101.263,
"Normalised (GDP)","United States","Monthly","Mar-2007","Index","Units",,101.3202,
"Normalised (GDP)","United States","Monthly","Apr-2007","Index","Units",,101.3895,
"Normalised (GDP)","United States","Monthly","May-2007","Index","Units",,101.4684,
"Normalised (GDP)","United States","Monthly","Jun-2007","Index","Units",,101.5524,
"Normalised (GDP)","United States","Monthly","Jul-2007","Index","Units",,101.6362,
"Normalised (GDP)","United States","Monthly","Aug-2007","Index","Units",,101.713,
"Normalised (GDP)","United States","Monthly","Sep-2007","Index","Units",,101.7752,
"Normalised (GDP)","United States","Monthly","Oct-2007","Index","Units",,101.8147,
"Normalised (GDP)","United States","Monthly","Nov-2007","Index","Units",,101.8257,
"Normalised (GDP)","United States","Monthly","Dec-2007","Index","Units",,101.8086,
"Normalised (GDP)","United States","Monthly","Jan-2008","Index","Units",,101.7763,
"Normalised (GDP)","United States","Monthly","Feb-2008","Index","Units",,101.7422,
"Normalised (GDP)","United States","Monthly","Mar-2008","Index","Units",,101.7094,
"Normalised (GDP)","United States","Monthly","Apr-2008","Index","Units",,101.6601,
"Normalised (GDP)","United States","Monthly","May-2008","Index","Units",,101.5651,
"Normalised (GDP)","United States","Monthly","Jun-2008","Index","Units",,101.3947,
"Normalised (GDP)","United States","Monthly","Jul-2008","Index","Units",,101.1332,
"Normalised (GDP)","United States","Monthly","Aug-2008","Index","Units",,100.7762,
"Normalised (GDP)","United States","Monthly","Sep-2008","Index","Units",,100.3344,
"Normalised (GDP)","United States","Monthly","Oct-2008","Index","Units",,99.84435,
"Normalised (GDP)","United States","Monthly","Nov-2008","Index","Units",,99.35149,
"Normalised (GDP)","United States","Monthly","Dec-2008","Index","Units",,98.89729,
"Normalised (GDP)","United States","Monthly","Jan-2009","Index","Units",,98.50713,
"Normalised (GDP)","United States","Monthly","Feb-2009","Index","Units",,98.19666,
"Normalised (GDP)","United States","Monthly","Mar-2009","Index","Units",,97.97348,
"Normalised (GDP)","United States","Monthly","Apr-2009","Index","Units",,97.83294,
"Normalised (GDP)","United States","Monthly","May-2009","Index","Units",,97.76728,
"Normalised (GDP)","United States","Monthly","Jun-2009","Index","Units",,97.76863,
"Normalised (GDP)","United States","Monthly","Jul-2009","Index","Units",,97.82648,
"Normalised (GDP)","United States","Monthly","Aug-2009","Index","Units",,97.93069,
"Normalised (GDP)","United States","Monthly","Sep-2009","Index","Units",,98.07026,
"Normalised (GDP)","United States","Monthly","Oct-2009","Index","Units",,98.22866,
"Normalised (GDP)","United States","Monthly","Nov-2009","Index","Units",,98.39034,
"Normalised (GDP)","United States","Monthly","Dec-2009","Index","Units",,98.54565,
"Normalised (GDP)","United States","Monthly","Jan-2010","Index","Units",,98.69563,
"Normalised (GDP)","United States","Monthly","Feb-2010","Index","Units",,98.84598,
"Normalised (GDP)","United States","Monthly","Mar-2010","Index","Units",,99.00143,
"Normalised (GDP)","United States","Monthly","Apr-2010","Index","Units",,99.15976,
"Normalised (GDP)","United States","Monthly","May-2010","Index","Units",,99.31448,
"Normalised (GDP)","United States","Monthly","Jun-2010","Index","Units",,99.45732,
"Normalised (GDP)","United States","Monthly","Jul-2010","Index","Units",,99.58063,
"Normalised (GDP)","United States","Monthly","Aug-2010","Index","Units",,99.67696,
"Normalised (GDP)","United States","Monthly","Sep-2010","Index","Units",,99.73977,
"Normalised (GDP)","United States","Monthly","Oct-2010","Index","Units",,99.76598,
"Normalised (GDP)","United States","Monthly","Nov-2010","Index","Units",,99.7558,
"Normalised (GDP)","United States","Monthly","Dec-2010","Index","Units",,99.71491,
"Normalised (GDP)","United States","Monthly","Jan-2011","Index","Units",,99.65923,
"Normalised (GDP)","United States","Monthly","Feb-2011","Index","Units",,99.60651,
"Normalised (GDP)","United States","Monthly","Mar-2011","Index","Units",,99.56884,
"Normalised (GDP)","United States","Monthly","Apr-2011","Index","Units",,99.54501,
"Normalised (GDP)","United States","Monthly","May-2011","Index","Units",,99.52968,
"Normalised (GDP)","United States","Monthly","Jun-2011","Index","Units",,99.52147,
"Normalised (GDP)","United States","Monthly","Jul-2011","Index","Units",,99.5302,
"Normalised (GDP)","United States","Monthly","Aug-2011","Index","Units",,99.56937,
"Normalised (GDP)","United States","Monthly","Sep-2011","Index","Units",,99.64722,
"Normalised (GDP)","United States","Monthly","Oct-2011","Index","Units",,99.75559,
"Normalised (GDP)","United States","Monthly","Nov-2011","Index","Units",,99.87856,
"Normalised (GDP)","United States","Monthly","Dec-2011","Index","Units",,99.99888,
"Normalised (GDP)","United States","Monthly","Jan-2012","Index","Units",,100.1032,
"Normalised (GDP)","United States","Monthly","Feb-2012","Index","Units",,100.1812,
"Normalised (GDP)","United States","Monthly","Mar-2012","Index","Units",,100.2266,
"Normalised (GDP)","United States","Monthly","Apr-2012","Index","Units",,100.2387,
"Normalised (GDP)","United States","Monthly","May-2012","Index","Units",,100.2197,
"Normalised (GDP)","United States","Monthly","Jun-2012","Index","Units",,100.1744,
"Normalised (GDP)","United States","Monthly","Jul-2012","Index","Units",,100.1114,
"Normalised (GDP)","United States","Monthly","Aug-2012","Index","Units",,100.0409,
"Normalised (GDP)","United States","Monthly","Sep-2012","Index","Units",,99.97345,
"Normalised (GDP)","United States","Monthly","Oct-2012","Index","Units",,99.91937,
"Normalised (GDP)","United States","Monthly","Nov-2012","Index","Units",,99.88634,
"Normalised (GDP)","United States","Monthly","Dec-2012","Index","Units",,99.87599,
"Normalised (GDP)","United States","Monthly","Jan-2013","Index","Units",,99.87897,
"Normalised (GDP)","United States","Monthly","Feb-2013","Index","Units",,99.8832,
"Normalised (GDP)","United States","Monthly","Mar-2013","Index","Units",,99.88111,
"Normalised (GDP)","United States","Monthly","Apr-2013","Index","Units",,99.87658,
"Normalised (GDP)","United States","Monthly","May-2013","Index","Units",,99.8779,
"Normalised (GDP)","United States","Monthly","Jun-2013","Index","Units",,99.89078,
"Normalised (GDP)","United States","Monthly","Jul-2013","Index","Units",,99.91085,
"Normalised (GDP)","United States","Monthly","Aug-2013","Index","Units",,99.92823,
"Normalised (GDP)","United States","Monthly","Sep-2013","Index","Units",,99.93141,
"Normalised (GDP)","United States","Monthly","Oct-2013","Index","Units",,99.91128,
"Normalised (GDP)","United States","Monthly","Nov-2013","Index","Units",,99.86452,
"Normalised (GDP)","United States","Monthly","Dec-2013","Index","Units",,99.7986,
"Normalised (GDP)","United States","Monthly","Jan-2014","Index","Units",,99.73845,
"Normalised (GDP)","United States","Monthly","Feb-2014","Index","Units",,99.71349,
"Normalised (GDP)","United States","Monthly","Mar-2014","Index","Units",,99.74422,
"Normalised (GDP)","United States","Monthly","Apr-2014","Index","Units",,99.82628,
"Normalised (GDP)","United States","Monthly","May-2014","Index","Units",,99.94276,
"Normalised (GDP)","United States","Monthly","Jun-2014","Index","Units",,100.0727,
"Normalised (GDP)","United States","Monthly","Jul-2014","Index","Units",,100.1967,
"Normalised (GDP)","United States","Monthly","Aug-2014","Index","Units",,100.3001,
"Normalised (GDP)","United States","Monthly","Sep-2014","Index","Units",,100.3757,
"Normalised (GDP)","United States","Monthly","Oct-2014","Index","Units",,100.4286,
"Normalised (GDP)","United States","Monthly","Nov-2014","Index","Units",,100.4682,
"Normalised (GDP)","United States","Monthly","Dec-2014","Index","Units",,100.5026,
"Normalised (GDP)","United States","Monthly","Jan-2015","Index","Units",,100.5327,
"Normalised (GDP)","United States","Monthly","Feb-2015","Index","Units",,100.5552,
"Normalised (GDP)","United States","Monthly","Mar-2015","Index","Units",,100.5648,
"Normalised (GDP)","United States","Monthly","Apr-2015","Index","Units",,100.5581,
"Normalised (GDP)","United States","Monthly","May-2015","Index","Units",,100.5323,
"Normalised (GDP)","United States","Monthly","Jun-2015","Index","Units",,100.4865,
"Normalised (GDP)","United States","Monthly","Jul-2015","Index","Units",,100.4235,
"Normalised (GDP)","United States","Monthly","Aug-2015","Index","Units",,100.3479,
"Normalised (GDP)","United States","Monthly","Sep-2015","Index","Units",,100.266,
"Normalised (GDP)","United States","Monthly","Oct-2015","Index","Units",,100.186,
"Normalised (GDP)","United States","Monthly","Nov-2015","Index","Units",,100.1153,
"Normalised (GDP)","United States","Monthly","Dec-2015","Index","Units",,100.0581,
"Normalised (GDP)","United States","Monthly","Jan-2016","Index","Units",,100.0116,
"Normalised (GDP)","United States","Monthly","Feb-2016","Index","Units",,99.97068,
"Normalised (GDP)","United States","Monthly","Mar-2016","Index","Units",,99.93172,
"Normalised (GDP)","United States","Monthly","Apr-2016","Index","Units",,99.89555,
"Normalised (GDP)","United States","Monthly","May-2016","Index","Units",,99.86498,
"Normalised (GDP)","United States","Monthly","Jun-2016","Index","Units",,99.84216,
"Normalised (GDP)","United States","Monthly","Jul-2016","Index","Units",,99.82529,
"Normalised (GDP)","United States","Monthly","Aug-2016","Index","Units",,99.81096,
"Normalised (GDP)","United States","Monthly","Sep-2016","Index","Units",,99.79593,
"Normalised (GDP)","United States","Monthly","Oct-2016","Index","Units",,99.77872,
"Normalised (GDP)","United States","Monthly","Nov-2016","Index","Units",,99.75932,
"Normalised (GDP)","United States","Monthly","Dec-2016","Index","Units",,99.73888,
"Normalised (GDP)","United States","Monthly","Jan-2017","Index","Units",,99.71981,
"Normalised (GDP)","United States","Monthly","Feb-2017","Index","Units",,99.70523,
"Normalised (GDP)","United States","Monthly","Mar-2017","Index","Units",,99.69854,
"Normalised (GDP)","United States","Monthly","Apr-2017","Index","Units",,99.70256,
"Normalised (GDP)","United States","Monthly","May-2017","Index","Units",,99.71994,
"Normalised (GDP)","United States","Monthly","Jun-2017","Index","Units",,99.75284,
"Normalised (GDP)","United States","Monthly","Jul-2017","Index","Units",,99.80153,
"Normalised (GDP)","United States","Monthly","Aug-2017","Index","Units",,99.86529,
"Normalised (GDP)","United States","Monthly","Sep-2017","Index","Units",,99.94198,
"Normalised (GDP)","United States","Monthly","Oct-2017","Index","Units",,100.0267,
"Normalised (GDP)","United States","Monthly","Nov-2017","Index","Units",,100.1139,
"Normalised (GDP)","United States","Monthly","Dec-2017","Index","Units",,100.1991,
"Normalised (GDP)","United States","Monthly","Jan-2018","Index","Units",,100.2798,
"Normalised (GDP)","United States","Monthly","Feb-2018","Index","Units",,100.3547,
"Normalised (GDP)","United States","Monthly","Mar-2018","Index","Units",,100.4209,
"Normalised (GDP)","United States","Monthly","Apr-2018","Index","Units",,100.4741,
"Normalised (GDP)","United States","Monthly","May-2018","Index","Units",,100.5088,
"Normalised (GDP)","United States","Monthly","Jun-2018","Index","Units",,100.5212,
"Normalised (GDP)","United States","Monthly","Jul-2018","Index","Units",,100.5121,
"Normalised (GDP)","United States","Monthly","Aug-2018","Index","Units",,100.4853,
"Normalised (GDP)","United States","Monthly","Sep-2018","Index","Units",,100.4473,
"Normalised (GDP)","United States","Monthly","Oct-2018","Index","Units",,100.4086,
"Normalised (GDP)","United States","Monthly","Nov-2018","Index","Units",,100.3802,
"Normalised (GDP)","United States","Monthly","Dec-2018","Index","Units",,100.3709,
"Normalised (GDP)","United States","Monthly","Jan-2019","Index","Units",,100.3834,
"Normalised (GDP)","United States","Monthly","Feb-2019","Index","Units",,100.4167,
"Normalised (GDP)","United States","Monthly","Mar-2019","Index","Units",,100.4675,
"Normalised (GDP)","United States","Monthly","Apr-2019","Index","Units",,100.5294,
"Normalised (GDP)","United States","Monthly","May-2019","Index","Units",,100.5955,
"Normalised (GDP)","United States","Monthly","Jun-2019","Index","Units",,100.6596,
"Normalised (GDP)","United States","Monthly","Jul-2019","Index","Units",,100.7182,
"Normalised (GDP)","United States","Monthly","Aug-2019","Index","Units",,100.7692,
"Normalised (GDP)","United States","Monthly","Sep-2019","Index","Units",,100.8126,
"Normalised (GDP)","United States","Monthly","Oct-2019","Index","Units",,100.8504,
"Normalised (GDP)","United States","Monthly","Nov-2019","Index","Units",,100.8842,
"Normalised (GDP)","United States","Monthly","Dec-2019","Index","Units",,100.9119,
"Normalised (GDP)","United States","Monthly","Jan-2020","Index","Units",,100.9257,
"Normalised (GDP)","United States","Monthly","Feb-2020","Index","Units",,100.914,
"Normalised (GDP)","United States","Monthly","Mar-2020","Index","Units",,96.04675,
"Normalised (GDP)","United States","Monthly","Apr-2020","Index","Units",,93.05923,
"Normalised (GDP)","United States","Monthly","May-2020","Index","Units",,91.54086,
"Normalised (GDP)","United States","Monthly","Jun-2020","Index","Units",,93.3474,
"Normalised (GDP)","United States","Monthly","Jul-2020","Index","Units",,95.13227,
"Normalised (GDP)","United States","Monthly","Aug-2020","Index","Units",,96.89379,
"Normalised (GDP)","United States","Monthly","Sep-2020","Index","Units",,97.0747,
"Normalised (GDP)","United States","Monthly","Oct-2020","Index","Units",,97.25951,
"Normalised (GDP)","United States","Monthly","Nov-2020","Index","Units",,97.46117,
"Normalised (GDP)","United States","Monthly","Dec-2020","Index","Units",,97.82929,
"Normalised (GDP)","United States","Monthly","Jan-2021","Index","Units",,98.22269,
"Normalised (GDP)","United States","Monthly","Feb-2021","Index","Units",,98.60021,
"Normalised (GDP)","United States","Monthly","Mar-2021","Index","Units",,98.82059,
"Normalised (GDP)","United States","Monthly","Apr-2021","Index","Units",,98.99637,
"Normalised (GDP)","United States","Monthly","May-2021","Index","Units",,99.14399,
"Normalised (GDP)","United States","Monthly","Jun-2021","Index","Units",,99.3101,
"Normalised (GDP)","United States","Monthly","Jul-2021","Index","Units",,99.48559,
"Normalised (GDP)","United States","Monthly","Aug-2021","Index","Units",,99.66653,
"Normalised (GDP)","United States","Monthly","Sep-2021","Index","Units",,99.84436,
"Normalised (GDP)","United States","Monthly","Oct-2021","Index","Units",,99.99571,
"Normalised (GDP)","United States","Monthly","Nov-2021","Index","Units",,100.0944,
"Normalised (GDP)","United States","Monthly","Dec-2021","Index","Units",,100.1256,
"Normalised (GDP)","United States","Monthly","Jan-2022","Index","Units",,100.1033,
"Normalised (GDP)","United States","Monthly","Feb-2022","Index","Units",,100.0525,
"Normalised (GDP)","Four Big European","Monthly","Jan-2000","Index","Units",,100.8648,
"Normalised (GDP)","Four Big European","Monthly","Feb-2000","Index","Units",,100.9922,
"Normalised (GDP)","Four Big European","Monthly","Mar-2000","Index","Units",,101.0899,
"Normalised (GDP)","Four Big European","Monthly","Apr-2000","Index","Units",,101.1566,
"Normalised (GDP)","Four Big European","Monthly","May-2000","Index","Units",,101.1931,
"Normalised (GDP)","Four Big European","Monthly","Jun-2000","Index","Units",,101.2038,
"Normalised (GDP)","Four Big European","Monthly","Jul-2000","Index","Units",,101.1998,
"Normalised (GDP)","Four Big European","Monthly","Aug-2000","Index","Units",,101.1943,
"Normalised (GDP)","Four Big European","Monthly","Sep-2000","Index","Units",,101.1992,
"Normalised (GDP)","Four Big European","Monthly","Oct-2000","Index","Units",,101.2219,
"Normalised (GDP)","Four Big European","Monthly","Nov-2000","Index","Units",,101.2643,
"Normalised (GDP)","Four Big European","Monthly","Dec-2000","Index","Units",,101.3201,
"Normalised (GDP)","Four Big European","Monthly","Jan-2001","Index","Units",,101.3715,
"Normalised (GDP)","Four Big European","Monthly","Feb-2001","Index","Units",,101.3968,
"Normalised (GDP)","Four Big European","Monthly","Mar-2001","Index","Units",,101.3806,
"Normalised (GDP)","Four Big European","Monthly","Apr-2001","Index","Units",,101.3232,
"Normalised (GDP)","Four Big European","Monthly","May-2001","Index","Units",,101.2323,
"Normalised (GDP)","Four Big European","Monthly","Jun-2001","Index","Units",,101.1174,
"Normalised (GDP)","Four Big European","Monthly","Jul-2001","Index","Units",,100.9874,
"Normalised (GDP)","Four Big European","Monthly","Aug-2001","Index","Units",,100.8493,
"Normalised (GDP)","Four Big European","Monthly","Sep-2001","Index","Units",,100.7092,
"Normalised (GDP)","Four Big European","Monthly","Oct-2001","Index","Units",,100.5738,
"Normalised (GDP)","Four Big European","Monthly","Nov-2001","Index","Units",,100.4497,
"Normalised (GDP)","Four Big European","Monthly","Dec-2001","Index","Units",,100.3433,
"Normalised (GDP)","Four Big European","Monthly","Jan-2002","Index","Units",,100.2598,
"Normalised (GDP)","Four Big European","Monthly","Feb-2002","Index","Units",,100.2029,
"Normalised (GDP)","Four Big European","Monthly","Mar-2002","Index","Units",,100.1733,
"Normalised (GDP)","Four Big European","Monthly","Apr-2002","Index","Units",,100.1649,
"Normalised (GDP)","Four Big European","Monthly","May-2002","Index","Units",,100.1683,
"Normalised (GDP)","Four Big European","Monthly","Jun-2002","Index","Units",,100.1731,
"Normalised (GDP)","Four Big European","Monthly","Jul-2002","Index","Units",,100.1684,
"Normalised (GDP)","Four Big European","Monthly","Aug-2002","Index","Units",,100.1439,
"Normalised (GDP)","Four Big European","Monthly","Sep-2002","Index","Units",,100.0911,
"Normalised (GDP)","Four Big European","Monthly","Oct-2002","Index","Units",,100.0065,
"Normalised (GDP)","Four Big European","Monthly","Nov-2002","Index","Units",,99.89026,
"Normalised (GDP)","Four Big European","Monthly","Dec-2002","Index","Units",,99.74821,
"Normalised (GDP)","Four Big European","Monthly","Jan-2003","Index","Units",,99.59557,
"Normalised (GDP)","Four Big European","Monthly","Feb-2003","Index","Units",,99.45152,
"Normalised (GDP)","Four Big European","Monthly","Mar-2003","Index","Units",,99.33228,
"Normalised (GDP)","Four Big European","Monthly","Apr-2003","Index","Units",,99.24776,
"Normalised (GDP)","Four Big European","Monthly","May-2003","Index","Units",,99.20313,
"Normalised (GDP)","Four Big European","Monthly","Jun-2003","Index","Units",,99.19862,
"Normalised (GDP)","Four Big European","Monthly","Jul-2003","Index","Units",,99.22641,
"Normalised (GDP)","Four Big European","Monthly","Aug-2003","Index","Units",,99.27572,
"Normalised (GDP)","Four Big European","Monthly","Sep-2003","Index","Units",,99.33557,
"Normalised (GDP)","Four Big European","Monthly","Oct-2003","Index","Units",,99.39606,
"Normalised (GDP)","Four Big European","Monthly","Nov-2003","Index","Units",,99.44949,
"Normalised (GDP)","Four Big European","Monthly","Dec-2003","Index","Units",,99.4914,
"Normalised (GDP)","Four Big European","Monthly","Jan-2004","Index","Units",,99.52226,
"Normalised (GDP)","Four Big European","Monthly","Feb-2004","Index","Units",,99.54399,
"Normalised (GDP)","Four Big European","Monthly","Mar-2004","Index","Units",,99.55675,
"Normalised (GDP)","Four Big European","Monthly","Apr-2004","Index","Units",,99.55746,
"Normalised (GDP)","Four Big European","Monthly","May-2004","Index","Units",,99.54205,
"Normalised (GDP)","Four Big European","Monthly","Jun-2004","Index","Units",,99.50865,
"Normalised (GDP)","Four Big European","Monthly","Jul-2004","Index","Units",,99.4621,
"Normalised (GDP)","Four Big European","Monthly","Aug-2004","Index","Units",,99.40959,
"Normalised (GDP)","Four Big European","Monthly","Sep-2004","Index","Units",,99.35749,
"Normalised (GDP)","Four Big European","Monthly","Oct-2004","Index","Units",,99.3085,
"Normalised (GDP)","Four Big European","Monthly","Nov-2004","Index","Units",,99.26407,
"Normalised (GDP)","Four Big European","Monthly","Dec-2004","Index","Units",,99.22659,
"Normalised (GDP)","Four Big European","Monthly","Jan-2005","Index","Units",,99.2013,
"Normalised (GDP)","Four Big European","Monthly","Feb-2005","Index","Units",,99.19466,
"Normalised (GDP)","Four Big European","Monthly","Mar-2005","Index","Units",,99.21145,
"Normalised (GDP)","Four Big European","Monthly","Apr-2005","Index","Units",,99.25124,
"Normalised (GDP)","Four Big European","Monthly","May-2005","Index","Units",,99.31116,
"Normalised (GDP)","Four Big European","Monthly","Jun-2005","Index","Units",,99.38711,
"Normalised (GDP)","Four Big European","Monthly","Jul-2005","Index","Units",,99.47369,
"Normalised (GDP)","Four Big European","Monthly","Aug-2005","Index","Units",,99.56616,
"Normalised (GDP)","Four Big European","Monthly","Sep-2005","Index","Units",,99.6617,
"Normalised (GDP)","Four Big European","Monthly","Oct-2005","Index","Units",,99.76032,
"Normalised (GDP)","Four Big European","Monthly","Nov-2005","Index","Units",,99.86397,
"Normalised (GDP)","Four Big European","Monthly","Dec-2005","Index","Units",,99.97543,
"Normalised (GDP)","Four Big European","Monthly","Jan-2006","Index","Units",,100.097,
"Normalised (GDP)","Four Big European","Monthly","Feb-2006","Index","Units",,100.2294,
"Normalised (GDP)","Four Big European","Monthly","Mar-2006","Index","Units",,100.3705,
"Normalised (GDP)","Four Big European","Monthly","Apr-2006","Index","Units",,100.5129,
"Normalised (GDP)","Four Big European","Monthly","May-2006","Index","Units",,100.6485,
"Normalised (GDP)","Four Big European","Monthly","Jun-2006","Index","Units",,100.7742,
"Normalised (GDP)","Four Big European","Monthly","Jul-2006","Index","Units",,100.8967,
"Normalised (GDP)","Four Big European","Monthly","Aug-2006","Index","Units",,101.0255,
"Normalised (GDP)","Four Big European","Monthly","Sep-2006","Index","Units",,101.1657,
"Normalised (GDP)","Four Big European","Monthly","Oct-2006","Index","Units",,101.3106,
"Normalised (GDP)","Four Big European","Monthly","Nov-2006","Index","Units",,101.4488,
"Normalised (GDP)","Four Big European","Monthly","Dec-2006","Index","Units",,101.5716,
"Normalised (GDP)","Four Big European","Monthly","Jan-2007","Index","Units",,101.6803,
"Normalised (GDP)","Four Big European","Monthly","Feb-2007","Index","Units",,101.781,
"Normalised (GDP)","Four Big European","Monthly","Mar-2007","Index","Units",,101.8794,
"Normalised (GDP)","Four Big European","Monthly","Apr-2007","Index","Units",,101.9768,
"Normalised (GDP)","Four Big European","Monthly","May-2007","Index","Units",,102.0722,
"Normalised (GDP)","Four Big European","Monthly","Jun-2007","Index","Units",,102.1641,
"Normalised (GDP)","Four Big European","Monthly","Jul-2007","Index","Units",,102.2529,
"Normalised (GDP)","Four Big European","Monthly","Aug-2007","Index","Units",,102.3398,
"Normalised (GDP)","Four Big European","Monthly","Sep-2007","Index","Units",,102.4266,
"Normalised (GDP)","Four Big European","Monthly","Oct-2007","Index","Units",,102.5156,
"Normalised (GDP)","Four Big European","Monthly","Nov-2007","Index","Units",,102.6061,
"Normalised (GDP)","Four Big European","Monthly","Dec-2007","Index","Units",,102.6912,
"Normalised (GDP)","Four Big European","Monthly","Jan-2008","Index","Units",,102.7543,
"Normalised (GDP)","Four Big European","Monthly","Feb-2008","Index","Units",,102.7752,
"Normalised (GDP)","Four Big European","Monthly","Mar-2008","Index","Units",,102.737,
"Normalised (GDP)","Four Big European","Monthly","Apr-2008","Index","Units",,102.6302,
"Normalised (GDP)","Four Big European","Monthly","May-2008","Index","Units",,102.4495,
"Normalised (GDP)","Four Big European","Monthly","Jun-2008","Index","Units",,102.1899,
"Normalised (GDP)","Four Big European","Monthly","Jul-2008","Index","Units",,101.8471,
"Normalised (GDP)","Four Big European","Monthly","Aug-2008","Index","Units",,101.4164,
"Normalised (GDP)","Four Big European","Monthly","Sep-2008","Index","Units",,100.8979,
"Normalised (GDP)","Four Big European","Monthly","Oct-2008","Index","Units",,100.3073,
"Normalised (GDP)","Four Big European","Monthly","Nov-2008","Index","Units",,99.67158,
"Normalised (GDP)","Four Big European","Monthly","Dec-2008","Index","Units",,99.02933,
"Normalised (GDP)","Four Big European","Monthly","Jan-2009","Index","Units",,98.43439,
