"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2000","Index","Units",,99.01158,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2000","Index","Units",,99.35542,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2000","Index","Units",,99.56059,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2000","Index","Units",,99.67005,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2000","Index","Units",,99.75844,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2000","Index","Units",,99.8902,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2000","Index","Units",,100.11,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2000","Index","Units",,100.5025,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2000","Index","Units",,101.1524,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2000","Index","Units",,101.9441,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2000","Index","Units",,102.7328,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2000","Index","Units",,103.387,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2001","Index","Units",,103.8216,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2001","Index","Units",,103.8726,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2001","Index","Units",,103.3811,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2001","Index","Units",,102.6711,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2001","Index","Units",,102.1403,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2001","Index","Units",,102.0691,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2001","Index","Units",,102.2506,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2001","Index","Units",,102.3996,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2001","Index","Units",,102.309,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2001","Index","Units",,102.0386,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2001","Index","Units",,101.6677,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2001","Index","Units",,101.2281,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2002","Index","Units",,100.7368,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2002","Index","Units",,100.1851,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2002","Index","Units",,99.57997,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2002","Index","Units",,99.04472,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2002","Index","Units",,98.78263,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2002","Index","Units",,98.98154,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2002","Index","Units",,99.43397,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2002","Index","Units",,99.90134,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2002","Index","Units",,100.2246,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2002","Index","Units",,100.4198,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2002","Index","Units",,100.4675,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2002","Index","Units",,100.2303,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2003","Index","Units",,99.5175,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2003","Index","Units",,98.9193,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2003","Index","Units",,98.53388,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2003","Index","Units",,98.34039,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2003","Index","Units",,98.09637,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2003","Index","Units",,97.8316,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2003","Index","Units",,97.71668,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2003","Index","Units",,97.83989,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2003","Index","Units",,98.09686,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2003","Index","Units",,98.36767,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2003","Index","Units",,98.63521,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2003","Index","Units",,98.86457,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2004","Index","Units",,99.07326,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2004","Index","Units",,99.28959,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2004","Index","Units",,99.41901,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2004","Index","Units",,99.36562,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2004","Index","Units",,99.09046,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2004","Index","Units",,98.81499,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2004","Index","Units",,98.73326,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2004","Index","Units",,98.83689,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2004","Index","Units",,98.92179,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2004","Index","Units",,98.89736,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2004","Index","Units",,98.77673,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2004","Index","Units",,98.6636,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2005","Index","Units",,98.76029,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2005","Index","Units",,99.06799,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2005","Index","Units",,99.36508,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2005","Index","Units",,99.46254,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2005","Index","Units",,99.31973,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2005","Index","Units",,99.13457,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2005","Index","Units",,99.03604,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2005","Index","Units",,99.11902,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2005","Index","Units",,99.2802,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2005","Index","Units",,99.43535,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2005","Index","Units",,99.58334,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2005","Index","Units",,99.80116,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2006","Index","Units",,100.0208,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2006","Index","Units",,100.2245,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2006","Index","Units",,100.3749,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2006","Index","Units",,100.3619,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2006","Index","Units",,100.1147,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2006","Index","Units",,99.80262,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2006","Index","Units",,99.55691,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2006","Index","Units",,99.55738,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2006","Index","Units",,99.71523,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2006","Index","Units",,99.82265,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2006","Index","Units",,99.77036,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2006","Index","Units",,99.62783,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2007","Index","Units",,99.54551,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2007","Index","Units",,99.67203,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2007","Index","Units",,99.82372,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2007","Index","Units",,99.95863,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2007","Index","Units",,100.0248,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2007","Index","Units",,100.0131,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2007","Index","Units",,100.0037,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2007","Index","Units",,99.98991,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2007","Index","Units",,99.9627,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2007","Index","Units",,99.96217,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2007","Index","Units",,99.95449,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2007","Index","Units",,99.9076,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2008","Index","Units",,99.91142,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2008","Index","Units",,99.99957,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2008","Index","Units",,100.108,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2008","Index","Units",,100.1745,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2008","Index","Units",,100.1054,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2008","Index","Units",,99.97174,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2008","Index","Units",,99.81587,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2008","Index","Units",,99.55955,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2008","Index","Units",,99.08488,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2008","Index","Units",,98.26547,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2008","Index","Units",,97.17825,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2008","Index","Units",,96.28482,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2009","Index","Units",,96.0172,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2009","Index","Units",,96.24491,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2009","Index","Units",,96.84283,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2009","Index","Units",,97.53862,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2009","Index","Units",,98.103,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2009","Index","Units",,98.51735,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2009","Index","Units",,98.85973,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2009","Index","Units",,99.22839,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2009","Index","Units",,99.51195,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2009","Index","Units",,99.6589,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2009","Index","Units",,99.73186,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2009","Index","Units",,99.91074,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2010","Index","Units",,100.2321,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2010","Index","Units",,100.5606,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2010","Index","Units",,100.7927,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2010","Index","Units",,100.9415,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2010","Index","Units",,100.9796,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2010","Index","Units",,100.8778,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2010","Index","Units",,100.7172,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2010","Index","Units",,100.5285,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2010","Index","Units",,100.3024,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2010","Index","Units",,100.1402,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2010","Index","Units",,100.1056,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2010","Index","Units",,100.1605,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2011","Index","Units",,100.2756,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2011","Index","Units",,100.4126,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2011","Index","Units",,100.5217,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2011","Index","Units",,100.5549,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2011","Index","Units",,100.3944,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2011","Index","Units",,100.1572,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2011","Index","Units",,99.9425,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2011","Index","Units",,99.7689,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2011","Index","Units",,99.63886,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2011","Index","Units",,99.44954,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2011","Index","Units",,99.23544,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2011","Index","Units",,99.09499,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2012","Index","Units",,99.06679,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2012","Index","Units",,99.19503,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2012","Index","Units",,99.33246,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2012","Index","Units",,99.38748,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2012","Index","Units",,99.29936,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2012","Index","Units",,99.09583,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2012","Index","Units",,98.83097,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2012","Index","Units",,98.63876,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2012","Index","Units",,98.47225,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2012","Index","Units",,98.37099,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2012","Index","Units",,98.32716,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2012","Index","Units",,98.38685,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2013","Index","Units",,98.54376,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2013","Index","Units",,98.79214,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2013","Index","Units",,98.96982,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2013","Index","Units",,99.11045,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2013","Index","Units",,99.15321,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2013","Index","Units",,99.10246,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2013","Index","Units",,98.98499,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2013","Index","Units",,98.90076,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2013","Index","Units",,98.95268,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2013","Index","Units",,99.03059,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2013","Index","Units",,99.05959,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2013","Index","Units",,99.07227,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2014","Index","Units",,99.14223,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2014","Index","Units",,99.25873,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2014","Index","Units",,99.33185,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2014","Index","Units",,99.33869,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2014","Index","Units",,99.21278,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2014","Index","Units",,99.02486,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2014","Index","Units",,98.8836,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2014","Index","Units",,98.82323,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2014","Index","Units",,98.83218,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2014","Index","Units",,98.83839,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2014","Index","Units",,98.88802,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2014","Index","Units",,99.02664,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2015","Index","Units",,99.21207,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2015","Index","Units",,99.36344,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2015","Index","Units",,99.36346,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2015","Index","Units",,99.20731,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2015","Index","Units",,98.8525,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2015","Index","Units",,98.52514,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2015","Index","Units",,98.39909,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2015","Index","Units",,98.39788,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2015","Index","Units",,98.43327,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2015","Index","Units",,98.48162,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2015","Index","Units",,98.47335,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2015","Index","Units",,98.39481,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2016","Index","Units",,98.33403,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2016","Index","Units",,98.33408,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2016","Index","Units",,98.45382,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2016","Index","Units",,98.61773,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2016","Index","Units",,98.68386,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2016","Index","Units",,98.69279,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2016","Index","Units",,98.68888,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2016","Index","Units",,98.67387,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2016","Index","Units",,98.64825,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2016","Index","Units",,98.66386,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2016","Index","Units",,98.73684,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2016","Index","Units",,98.83208,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2017","Index","Units",,98.97789,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2017","Index","Units",,99.13327,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2017","Index","Units",,99.26724,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2017","Index","Units",,99.27862,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2017","Index","Units",,99.19979,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2017","Index","Units",,99.11032,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2017","Index","Units",,99.06562,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2017","Index","Units",,99.07379,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2017","Index","Units",,99.10281,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2017","Index","Units",,99.1474,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2017","Index","Units",,99.16252,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2017","Index","Units",,99.13136,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2018","Index","Units",,99.01268,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2018","Index","Units",,98.8846,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2018","Index","Units",,98.80051,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2018","Index","Units",,98.84209,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2018","Index","Units",,98.90308,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2018","Index","Units",,98.91047,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2018","Index","Units",,98.80109,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2018","Index","Units",,98.70181,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2018","Index","Units",,98.62613,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2018","Index","Units",,98.57337,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2018","Index","Units",,98.56685,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2018","Index","Units",,98.5565,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2019","Index","Units",,98.57553,
