"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-03","Mar-2010","PC","Percentage","0","Units",,,9.243694,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-04","Apr-2010","PC","Percentage","0","Units",,,8.790445,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-05","May-2010","PC","Percentage","0","Units",,,8.145154,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-06","Jun-2010","PC","Percentage","0","Units",,,7.41817,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-07","Jul-2010","PC","Percentage","0","Units",,,6.718005,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-08","Aug-2010","PC","Percentage","0","Units",,,6.118403,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-09","Sep-2010","PC","Percentage","0","Units",,,5.642426,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-10","Oct-2010","PC","Percentage","0","Units",,,5.287169,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-11","Nov-2010","PC","Percentage","0","Units",,,5.030537,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2010-12","Dec-2010","PC","Percentage","0","Units",,,4.84628,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,4.709604,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,4.588278,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,4.457398,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,4.314661,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,4.159356,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,3.971581,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,3.733674,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,3.452665,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,3.170748,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,2.925754,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,2.735959,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,2.607364,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,2.531299,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,2.50308,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,2.507766,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,2.545036,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,2.619293,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,2.734475,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,2.891645,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,3.074831,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,3.251929,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,3.397098,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,3.510231,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,3.603694,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,3.690599,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,3.786008,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,3.900933,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,4.040473,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,4.195722,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,4.34916,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,4.480066,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,4.578043,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,4.63175,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,4.638853,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,4.600735,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,4.519155,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,4.41115,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,4.301185,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,4.206251,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,4.116662,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,4.027022,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,3.937866,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,3.849709,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,3.762748,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,3.682984,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,3.613478,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,3.557419,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,3.517078,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,3.488895,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,3.468574,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,3.451772,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,3.429591,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,3.38237,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,3.301647,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,3.187539,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,3.062956,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.9519,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.869083,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.801901,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.742931,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.697868,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.670743,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2.669938,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2.703385,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,2.778831,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,2.900705,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,3.071802,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,3.26864,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,3.46803,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,3.65344,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,3.826535,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,3.988861,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,4.128997,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,4.242281,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,4.318707,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,4.367472,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,4.403715,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,4.430793,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,4.439205,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,4.425544,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,4.381446,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,4.305902,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,4.207332,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,4.0914,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,3.967275,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,3.830367,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,3.678588,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,3.510241,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,3.321127,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,3.109107,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.883896,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.654828,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,2.436846,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,2.243125,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,2.085608,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.970032,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.897136,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,1.861669,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,1.851766,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,1.852386,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,1.862271,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,1.889951,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,1.938743,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,2.010615,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,2.105532,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,2.214633,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,2.319464,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,2.401219,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,2.442909,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.8482957,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-2.264602,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-7.210473,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-3.538523,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-0.2887869,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,1.463577,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,2.457081,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,3.047112,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,3.461724,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,3.809076,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,4.174858,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,4.443852,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,8.208125,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,10.0594,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,16.15499,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,11.87994,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,8.322427,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,6.477673,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","ONM","OECD + Major Six NME","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,5.414687,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-01","Jan-2000","PC","Percentage","0","Units",,,8.474172,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-02","Feb-2000","PC","Percentage","0","Units",,,8.09621,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-03","Mar-2000","PC","Percentage","0","Units",,,7.616961,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-04","Apr-2000","PC","Percentage","0","Units",,,7.044547,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-05","May-2000","PC","Percentage","0","Units",,,6.44286,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-06","Jun-2000","PC","Percentage","0","Units",,,5.850926,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-07","Jul-2000","PC","Percentage","0","Units",,,5.306764,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-08","Aug-2000","PC","Percentage","0","Units",,,4.819327,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-09","Sep-2000","PC","Percentage","0","Units",,,4.37392,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-10","Oct-2000","PC","Percentage","0","Units",,,3.964806,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-11","Nov-2000","PC","Percentage","0","Units",,,3.590346,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2000-12","Dec-2000","PC","Percentage","0","Units",,,3.256056,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-01","Jan-2001","PC","Percentage","0","Units",,,2.967925,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-02","Feb-2001","PC","Percentage","0","Units",,,2.771674,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-03","Mar-2001","PC","Percentage","0","Units",,,2.685388,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-04","Apr-2001","PC","Percentage","0","Units",,,2.701563,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-05","May-2001","PC","Percentage","0","Units",,,2.823036,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-06","Jun-2001","PC","Percentage","0","Units",,,2.995024,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-07","Jul-2001","PC","Percentage","0","Units",,,3.228056,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-08","Aug-2001","PC","Percentage","0","Units",,,3.515238,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-09","Sep-2001","PC","Percentage","0","Units",,,3.849994,,
"LOLITOTR_GYSA","12-month rate of change of the trend restored CLI","A5M","Major Five Asia","M","Monthly","2001-10","Oct-2001","PC","Percentage","0","Units",,,4.227505,,
