소요시간,출발시간,일차,연휴길이,날짜,눈비,1종 교통량,2종 교통량,서울인구수 
145,16,2,4,2020-01-25,FALSE,60586463,1352887,9911088
139,17,2,4,2020-01-25,FALSE,63006617,1122638,9911088
152,18,2,4,2020-01-25,FALSE,55025143,820619,9911088
147,19,2,4,2020-01-25,FALSE,37614683,636968,9911088
132,20,2,4,2020-01-25,FALSE,29794437,488107,9911088
118,21,2,4,2020-01-25,FALSE,22938920,417156,9911088
108,22,2,4,2020-01-25,FALSE,15357956,360587,9911088
102,23,2,4,2020-01-25,FALSE,9510468,370481,9911088
94,0,3,4,2020-01-26,FALSE,6931877,654882,9911088
92,1,3,4,2020-01-26,FALSE,3910325,423050,9911088
88,2,3,4,2020-01-26,FALSE,3073500,479703,9911088
91,3,3,4,2020-01-26,FALSE,3184334,577997,9911088
88,4,3,4,2020-01-26,FALSE,5676460,765750,9911088
82,5,3,4,2020-01-26,FALSE,16524701,1139063,9911088
82,6,3,4,2020-01-26,FALSE,33702462,1629920,9911088
89,7,3,4,2020-01-26,FALSE,51388364,1765147,9911088
83,8,3,4,2020-01-26,FALSE,51740388,2010702,9911088
87,9,3,4,2020-01-26,FALSE,49797211,2208959,9911088
85,10,3,4,2020-01-26,FALSE,53135274,2023882,9911088
83,11,3,4,2020-01-26,FALSE,52246935,1820612,9911088
89,12,3,4,2020-01-26,FALSE,50664256,1586687,9911088
93,13,3,4,2020-01-26,FALSE,55434200,1651664,9911088
96,14,3,4,2020-01-26,FALSE,57668715,1654545,9911088
98,15,3,4,2020-01-26,FALSE,58538861,1523451,9911088
99,16,3,4,2020-01-26,FALSE,60586463,1352887,9911088
100,17,3,4,2020-01-26,FALSE,63006617,1122638,9911088
98,18,3,4,2020-01-26,FALSE,55025143,820619,9911088
97,19,3,4,2020-01-26,FALSE,37614683,636968,9911088
93,20,3,4,2020-01-26,FALSE,29794437,488107,9911088
89,21,3,4,2020-01-26,FALSE,22938920,417156,9911088
87,22,3,4,2020-01-26,FALSE,15357956,360587,9911088
89,23,3,4,2020-01-26,FALSE,9510468,370481,9911088
80,0,4,4,2020-01-27,FALSE,6931877,654882,9911088
79,1,4,4,2020-01-27,FALSE,3910325,423050,9911088
99,2,4,4,2020-01-27,FALSE,3073500,479703,9911088
84,3,4,4,2020-01-27,FALSE,3184334,577997,9911088
82,4,4,4,2020-01-27,FALSE,5676460,765750,9911088
83,5,4,4,2020-01-27,FALSE,16524701,1139063,9911088
78,6,4,4,2020-01-27,FALSE,33702462,1629920,9911088
80,7,4,4,2020-01-27,FALSE,51388364,1765147,9911088
84,8,4,4,2020-01-27,FALSE,51740388,2010702,9911088
79,9,4,4,2020-01-27,FALSE,49797211,2208959,9911088
81,10,4,4,2020-01-27,FALSE,53135274,2023882,9911088
84,11,4,4,2020-01-27,FALSE,52246935,1820612,9911088
85,12,4,4,2020-01-27,FALSE,50664256,1586687,9911088
86,13,4,4,2020-01-27,FALSE,55434200,1651664,9911088
87,14,4,4,2020-01-27,FALSE,57668715,1654545,9911088
91,15,4,4,2020-01-27,FALSE,58538861,1523451,9911088
86,16,4,4,2020-01-27,FALSE,60586463,1352887,9911088
92,17,4,4,2020-01-27,FALSE,63006617,1122638,9911088
94,18,4,4,2020-01-27,FALSE,55025143,820619,9911088
89,19,4,4,2020-01-27,FALSE,37614683,636968,9911088
94,20,4,4,2020-01-27,FALSE,29794437,488107,9911088
95,21,4,4,2020-01-27,FALSE,22938920,417156,9911088
97,22,4,4,2020-01-27,FALSE,15357956,360587,9911088
94,23,4,4,2020-01-27,FALSE,9510468,370481,9911088
