년도,분기,행정동,운영평균,폐업평균,서울운영평균,서울시폐업평균
2019,1,공항동,100,49,107,53
2019,1,우장산동,90,49,107,53
2019,1,발산1동,99,56,107,53
2019,1,가양3동,103,52,107,53
2019,1,가양2동,99,49,107,53
2019,1,가양1동,47,48,107,53
2019,1,화곡8동,95,49,107,53
2019,1,화곡6동,95,46,107,53
2019,1,화곡본동,107,51,107,53
2019,1,화곡4동,102,48,107,53
2019,1,화곡3동,91,49,107,53
2019,1,화곡2동,105,49,107,53
2019,1,화곡2동,105,46,104,51
2019,1,화곡1동,101,48,107,53
2019,1,등촌3동,88,49,107,53
2019,1,등촌2동,105,47,107,53
2019,1,등촌2동,107,47,104,51
2019,1,등촌1동,92,52,107,53
2019,1,염창동,105,54,107,53
2019,1,신정7동,99,50,107,53
2019,1,신정6동,91,48,107,53
2019,1,신정4동,102,48,107,53
2019,1,신정3동,103,53,107,53
2019,1,신정2동,101,49,107,53
2019,1,신정1동,108,50,107,53
2019,1,신월7동,100,48,107,53
2019,1,신월6동,129,62,107,53
2019,1,신월5동,104,51,104,51
2019,1,신월5동,107,52,107,53
2019,1,신월4동,102,51,107,53
2019,1,신월3동,116,51,107,53
2019,1,신월2동,109,51,107,53
2019,1,신월1동,110,48,107,53
2019,1,목5동,95,50,107,53
2019,1,목4동,101,46,107,53
2019,1,목3동,103,51,107,53
2019,1,목2동,102,52,107,53
2019,1,목2동,102,52,104,51
2019,1,목1동,91,49,107,53
2019,1,상암동,64,44,107,53
2019,1,성산2동,100,56,107,53
2019,1,성산1동,95,51,107,53
2019,1,연남동,62,48,107,53
2019,1,망원2동,97,48,107,53
2019,1,망원1동,87,49,107,53
2019,1,합정동,85,49,107,53
2019,1,서교동,80,47,107,53
2019,1,서강동,82,47,107,53
2019,1,신수동,108,55,107,53
2019,1,염리동,104,56,107,53
2019,1,염리동,108,55,104,51
2019,1,대흥동,111,55,107,53
2019,1,용강동,104,53,107,53
2019,1,도화동,102,54,107,53
2019,1,공덕동,114,57,107,53
2019,1,아현동,108,53,107,53
2019,1,북가좌2동,106,52,107,53
2019,1,북가좌2동,106,52,104,51
2019,1,북가좌1동,92,48,107,53
2019,1,남가좌2동,104,53,107,53
2019,1,남가좌2동,107,52,104,51
2019,1,남가좌1동,121,63,107,53
2019,1,홍은2동,111,56,107,53
2019,1,홍은1동,118,58,107,53
2019,1,홍제2동,115,58,107,53
2019,1,홍제3동,117,62,107,53
2019,1,홍제1동,113,56,107,53
2019,1,연희동,106,54,107,53
2019,1,연희동,108,54,104,51
2019,1,신촌동,109,50,107,53
2019,1,충현동,119,59,107,53
2019,1,북아현동,124,63,107,53
2019,1,천연동,118,57,107,53
2019,1,진관동,61,46,107,53
2019,1,수색동,151,68,107,53
2019,1,증산동,115,55,107,53
2019,1,신사2동,105,52,107,53
2019,1,신사2동,105,51,104,51
2019,1,신사1동,103,49,107,53
2019,1,역촌동,96,49,107,53
2019,1,응암3동,112,53,107,53
2019,1,응암2동,84,57,107,53
2019,1,응암1동,108,53,107,53
2019,1,대조동,101,51,107,53
2019,1,구산동,99,52,107,53
2019,1,구산동,98,52,104,51
2019,1,갈현2동,91,50,107,53
2019,1,갈현1동,100,50,107,53
2019,1,불광2동,106,55,107,53
2019,1,불광2동,108,54,104,51
2019,1,불광1동,106,54,107,53
2019,1,불광1동,105,53,104,51
2019,1,녹번동,106,54,107,53
2019,1,녹번동,104,53,104,51
2019,1,상계10동,100,50,107,53
2019,1,상계9동,107,51,107,53
2019,1,상계8동,105,57,107,53
2019,1,상계8동,106,59,104,51
2019,1,상계6.7동,101,49,107,53
2019,1,상계5동,105,49,107,53
2019,1,상계5동,105,49,104,51
2019,1,상계3.4동,113,56,107,53
2019,1,상계2동,90,46,107,53
2019,1,상계1동,92,49,107,53
2019,1,중계2.3동,99,52,107,53
2019,1,중계2.3동,100,52,104,51
2019,1,중계4동,94,47,107,53
2019,1,중계1동,95,50,107,53
2019,1,중계본동,87,49,107,53
2019,1,하계2동,113,61,107,53
2019,1,하계1동,101,54,107,53
2019,1,공릉2동,91,51,107,53
2019,1,공릉1동,105,52,107,53
2019,1,공릉1동,102,51,104,51
2019,1,월계3동,101,49,107,53
2019,1,월계2동,96,54,107,53
2019,1,월계1동,100,53,107,53
2019,1,방학3동,98,54,107,53
2019,1,방학2동,101,49,107,53
2019,1,방학1동,98,47,107,53
2019,1,쌍문4동,94,50,107,53
2019,1,쌍문3동,101,51,107,53
2019,1,쌍문2동,97,49,107,53
2019,1,쌍문1동,101,51,107,53
2019,1,도봉2동,98,49,107,53
2019,1,도봉1동,108,52,107,53
2019,1,도봉1동,110,51,104,51
2019,1,창5동,97,48,107,53
2019,1,창4동,106,51,107,53
2019,1,창3동,106,52,107,53
2019,1,창3동,107,51,104,51
2019,1,창2동,96,51,107,53
2019,1,창1동,95,50,107,53
2019,1,인수동,96,51,107,53
2019,1,우이동,104,51,107,53
2019,1,우이동,105,51,104,51
2019,1,수유3동,103,48,107,53
2019,1,수유2동,103,51,107,53
2019,1,수유1동,113,53,107,53
2019,1,번3동,105,48,107,53
2019,1,번3동,107,49,104,51
2019,1,번2동,104,52,107,53
2019,1,번2동,100,53,104,51
2019,1,번1동,101,47,107,53
2019,1,삼각산동,87,50,107,53
2019,1,송천동,111,54,107,53
2019,1,송중동,98,50,107,53
2019,1,미아동,100,48,107,53
2019,1,삼양동,110,52,107,53
2019,1,삼양동,111,52,104,51
2019,1,석관동,120,54,107,53
2019,1,장위3동,124,64,107,53
2019,1,장위2동,135,57,107,53
2019,1,장위1동,122,56,107,53
2019,1,월곡2동,101,53,107,53
2019,1,월곡1동,116,50,107,53
2019,1,종암동,109,57,107,53
2019,1,길음2동,98,57,107,53
2019,1,길음1동,116,55,107,53
2019,1,정릉4동,106,55,107,53
2019,1,정릉4동,107,55,104,51
2019,1,정릉3동,112,59,107,53
2019,1,정릉2동,113,60,107,53
2019,1,정릉1동,109,54,107,53
2019,1,보문동,113,53,107,53
2019,1,안암동,99,54,107,53
2019,1,돈암2동,102,50,107,53
2019,1,돈암1동,102,53,107,53
2019,1,돈암1동,104,53,104,51
2019,1,동선동,96,50,107,53
2019,1,삼선동,102,54,107,53
2019,1,성북동,103,62,107,53
2019,1,성북동,104,62,104,51
2019,1,신내2동,99,48,107,53
2019,1,신내1동,95,50,107,53
2019,1,망우3동,107,47,107,53
2019,1,망우3동,104,47,104,51
2019,1,망우본동,112,51,107,53
2019,1,묵2동,99,50,107,53
2019,1,묵1동,94,51,107,53
2019,1,중화2동,111,50,107,53
2019,1,중화1동,106,51,107,53
2019,1,중화1동,107,50,104,51
2019,1,상봉2동,107,50,107,53
2019,1,상봉2동,107,49,104,51
2019,1,상봉1동,87,49,107,53
2019,1,면목3.8동,103,49,107,53
2019,1,면목7동,113,50,107,53
2019,1,면목본동,105,48,107,53
2019,1,면목본동,105,48,104,51
2019,1,면목5동,113,53,107,53
2019,1,면목4동,105,50,107,53
2019,1,면목4동,106,49,104,51
2019,1,면목2동,110,49,107,53
2019,1,이문2동,114,55,107,53
2019,1,이문1동,114,56,107,53
2019,1,휘경2동,94,52,107,53
2019,1,휘경1동,105,52,107,53
2019,1,휘경1동,104,52,104,51
2019,1,회기동,93,48,107,53
2019,1,청량리동,152,60,107,53
2019,1,장안2동,105,48,107,53
2019,1,장안2동,106,47,104,51
2019,1,장안1동,112,50,107,53
2019,1,답십리2동,135,61,107,53
2019,1,답십리1동,103,53,104,51
2019,1,답십리1동,108,55,107,53
2019,1,전농2동,119,52,107,53
2019,1,전농2동,121,51,104,51
2019,1,전농1동,106,56,107,53
2019,1,전농1동,114,56,104,51
2019,1,제기동,138,68,107,53
2019,1,용신동,113,50,104,51
2019,1,용신동,119,56,107,53
2019,1,구의3동,112,54,107,53
2019,1,구의2동,104,56,107,53
2019,1,구의1동,110,50,107,53
2019,1,자양4동,101,51,107,53
2019,1,자양3동,96,51,107,53
2019,1,자양2동,107,52,107,53
2019,1,자양2동,106,51,104,51
2019,1,자양1동,107,51,107,53
2019,1,자양1동,105,50,104,51
2019,1,광장동,93,53,107,53
2019,1,능동,99,53,107,53
2019,1,중곡4동,106,52,107,53
2019,1,중곡4동,107,52,104,51
2019,1,중곡3동,101,49,107,53
2019,1,중곡2동,99,49,107,53
2019,1,중곡1동,107,51,107,53
2019,1,군자동,106,51,107,53
2019,1,군자동,105,51,104,51
2019,1,화양동,90,49,107,53
2019,1,용답동,128,57,107,53
2019,1,송정동,124,52,107,53
2019,1,성수2가3동,96,55,107,53
2019,1,성수2가1동,105,52,107,53
2019,1,성수2가1동,103,51,104,51
2019,1,성수1가2동,88,54,107,53
2019,1,성수1가1동,106,55,107,53
2019,1,성수1가1동,108,53,104,51
2019,1,옥수동,92,52,107,53
2019,1,옥수동,93,52,104,51
2019,1,금호4가동,110,58,107,53
2019,1,금호2.3가동,106,60,107,53
2019,1,금호2.3가동,106,59,104,51
2019,1,금호1가동,107,55,107,53
2019,1,응봉동,108,55,107,53
2019,1,행당2동,85,52,107,53
2019,1,행당2동,85,52,104,51
2019,1,행당1동,95,53,107,53
2019,1,사근동,87,55,107,53
2019,1,마장동,122,71,107,53
2019,1,왕십리도선동,86,53,107,53
2019,1,왕십리2동,105,54,107,53
2019,1,보광동,110,54,107,53
2019,1,서빙고동,122,63,107,53
2019,1,한남동,97,53,107,53
2019,1,이태원2동,82,49,107,53
2019,1,이태원1동,120,62,107,53
2019,1,이촌2동,135,72,107,53
2019,1,이촌1동,138,65,107,53
2019,1,한강로동,125,56,107,53
2019,1,용문동,111,54,107,53
2019,1,효창동,119,63,107,53
2019,1,원효로2동,117,50,104,51
2019,1,원효로2동,126,54,107,53
2019,1,원효로1동,118,51,104,51
2019,1,원효로1동,119,55,107,53
2019,1,청파동,115,53,107,53
2019,1,남영동,117,57,107,53
2019,1,용산2가동,84,51,107,53
2019,1,후암동,103,61,107,53
2019,1,후암동,108,60,104,51
2019,1,중림동,113,61,107,53
2019,1,황학동,131,68,107,53
2019,1,동화동,110,51,104,51
2019,1,동화동,108,53,107,53
2019,1,신당5동,110,55,107,53
2019,1,청구동,104,52,107,53
2019,1,청구동,104,51,104,51
2019,1,약수동,110,56,107,53
2019,1,다산동,107,57,107,53
2019,1,다산동,105,55,104,51
2019,1,신당동,106,63,107,53
2019,1,신당동,124,55,104,51
2019,1,을지로동,161,71,107,53
2019,1,광희동,138,57,107,53
2019,1,장충동,131,61,107,53
2019,1,필동,129,58,107,53
2019,1,명동,136,57,107,53
2019,1,회현동,147,68,107,53
2019,1,소공동,141,68,107,53
2019,1,숭인2동,120,48,107,53
2019,1,숭인1동,123,57,107,53
2019,1,창신3동,104,56,107,53
2019,1,창신3동,105,56,104,51
2019,1,창신2동,138,63,107,53
2019,1,창신1동,121,64,107,53
2019,1,혜화동,104,53,107,53
2019,1,이화동,97,56,107,53
2019,1,종로5.6가동,135,65,107,53
2019,1,종로1.2.3.4가동,138,66,107,53
2019,1,가회동,100,59,107,53
2019,1,교남동,134,64,107,53
2019,1,무악동,115,67,107,53
2019,1,평창동,110,59,107,53
2019,1,부암동,100,58,107,53
2019,1,삼청동,88,55,107,53
2019,1,사직동,121,59,107,53
2019,1,청운효자동,98,59,107,53
2018,4,둔촌2동,103,48,102,51
2018,4,둔촌1동,139,70,102,51
2018,4,길동,97,46,102,51
2018,4,성내3동,104,46,102,51
2018,4,성내2동,97,47,102,51
2018,4,성내1동,99,49,102,51
2018,4,천호3동,101,48,102,51
2018,4,천호2동,99,50,102,51
2018,4,천호1동,96,49,102,51
2018,4,암사3동,93,52,102,51
2018,4,암사2동,99,48,102,51
2018,4,암사1동,96,47,102,51
2018,4,고덕2동,123,58,102,51
2018,4,고덕1동,83,51,102,51
2018,4,명일2동,107,53,102,51
2018,4,명일1동,106,48,102,51
2018,4,상일동,110,58,102,51
2018,4,강일동,63,40,102,51
2018,4,잠실7동,136,70,102,51
2018,4,잠실6동,90,55,102,51
2018,4,잠실4동,88,44,102,51
2018,4,잠실3동,106,64,102,51
2018,4,잠실2동,73,39,102,51
2018,4,잠실본동,103,48,102,51
2018,4,위례동,26,28,102,51
2018,4,장지동,89,46,102,51
2018,4,문정2동,56,39,102,51
2018,4,문정1동,98,49,102,51
2018,4,가락2동,105,49,102,51
2018,4,가락1동,101,69,102,51
2018,4,가락본동,94,45,102,51
2018,4,삼전동,97,47,102,51
2018,4,석촌동,103,47,102,51
2018,4,송파2동,102,48,102,51
2018,4,송파1동,99,47,102,51
2018,4,오금동,103,51,102,51
2018,4,오륜동,125,63,102,51
2018,4,방이2동,98,48,102,51
2018,4,방이1동,97,47,102,51
2018,4,마천2동,115,52,102,51
2018,4,마천1동,111,51,102,51
2018,4,거여2동,111,56,102,51
2018,4,거여1동,93,48,102,51
2018,4,풍납2동,110,52,102,51
2018,4,풍납1동,122,53,102,51
2018,4,수서동,102,55,102,51
2018,4,일원2동,110,55,102,51
2018,4,일원1동,106,52,102,51
2018,4,일원본동,100,49,102,51
2018,4,세곡동,54,44,102,51
2018,4,개포4동,113,49,102,51
2018,4,개포2동,111,56,102,51
2018,4,개포1동,111,65,102,51
2018,4,도곡2동,100,50,102,51
2018,4,도곡1동,102,49,102,51
2018,4,역삼2동,89,46,102,51
2018,4,역삼1동,84,45,102,51
2018,4,대치4동,82,46,102,51
2018,4,대치2동,101,51,102,51
2018,4,대치1동,100,52,102,51
2018,4,삼성2동,89,47,102,51
2018,4,삼성1동,97,55,102,51
2018,4,청담동,91,48,102,51
2018,4,압구정동,102,48,102,51
2018,4,논현2동,94,47,102,51
2018,4,논현1동,92,47,102,51
2018,4,신사동,93,48,102,51
2018,4,내곡동,94,58,102,51
2018,4,양재2동,111,48,102,51
2018,4,양재1동,97,50,102,51
2018,4,방배4동,111,52,102,51
2018,4,방배3동,121,53,102,51
2018,4,방배2동,99,53,102,51
2018,4,방배1동,101,51,102,51
2018,4,방배본동,108,50,102,51
2018,4,반포4동,127,62,102,51
2018,4,반포3동,109,58,102,51
2018,4,반포2동,111,64,102,51
2018,4,반포1동,100,45,102,51
2018,4,반포본동,125,59,102,51
2018,4,잠원동,104,50,102,51
2018,4,서초4동,99,49,102,51
2018,4,서초3동,108,50,102,51
2018,4,서초2동,98,47,102,51
2018,4,서초1동,112,52,102,51
2018,4,난곡동,110,58,102,51
2018,4,미성동,111,53,102,51
2018,4,삼성동,124,59,102,51
2018,4,대학동,92,50,102,51
2018,4,조원동,112,47,102,51
2018,4,난향동,93,49,102,51
2018,4,신림동,100,49,102,51
2018,4,신사동,99,48,102,51
2018,4,서림동,100,52,102,51
2018,4,신원동,99,52,102,51
2018,4,서원동,100,54,102,51
2018,4,남현동,103,52,102,51
2018,4,인헌동,100,52,102,51
2018,4,중앙동,103,50,102,51
2018,4,은천동,103,49,102,51
2018,4,청룡동,102,50,102,51
2018,4,낙성대동,85,50,102,51
2018,4,행운동,107,52,102,51
2018,4,성현동,97,48,102,51
2018,4,청림동,104,56,102,51
2018,4,보라매동,94,52,102,51
2018,4,신대방2동,106,51,102,51
2018,4,신대방1동,110,50,102,51
2018,4,대방동,103,51,102,51
2018,4,사당5동,104,51,102,51
2018,4,사당4동,106,51,102,51
2018,4,사당3동,104,53,102,51
2018,4,사당2동,102,52,102,51
2018,4,사당1동,100,50,102,51
2018,4,흑석동,106,59,102,51
2018,4,상도4동,108,52,102,51
2018,4,상도3동,103,52,102,51
2018,4,상도2동,113,56,102,51
2018,4,상도1동,95,55,102,51
2018,4,노량진2동,109,55,102,51
2018,4,노량진1동,115,60,102,51
2018,4,대림3동,99,46,102,51
2018,4,대림2동,91,45,102,51
2018,4,대림1동,118,48,102,51
2018,4,신길7동,103,52,102,51
2018,4,신길6동,111,52,102,51
2018,4,신길5동,107,52,102,51
2018,4,신길4동,109,54,102,51
2018,4,신길3동,128,57,102,51
2018,4,신길1동,123,54,102,51
2018,4,양평2동,96,51,102,51
2018,4,양평1동,107,51,102,51
2018,4,문래동,91,51,102,51
2018,4,도림동,107,52,102,51
2018,4,당산2동,95,50,102,51
2018,4,당산1동,105,48,102,51
2018,4,여의동,115,51,102,51
2018,4,영등포동,122,55,102,51
2018,4,영등포본동,97,54,102,51
2018,4,시흥5동,112,51,102,51
2018,4,시흥4동,110,47,102,51
2018,4,시흥3동,136,54,102,51
2018,4,시흥2동,94,50,102,51
2018,4,시흥1동,109,53,102,51
2018,4,독산4동,105,50,102,51
2018,4,독산3동,111,47,102,51
2018,4,독산2동,104,51,102,51
2018,4,독산1동,93,53,102,51
2018,4,가산동,76,46,102,51
2018,4,수궁동,105,54,102,51
2018,4,오류2동,88,50,102,51
2018,4,오류1동,109,55,102,51
2018,4,개봉3동,120,50,102,51
2018,4,개봉2동,107,55,102,51
2018,4,개봉1동,105,51,102,51
2018,4,고척2동,105,53,102,51
2018,4,고척1동,101,52,102,51
2018,4,가리봉동,116,51,102,51
2018,4,구로5동,91,48,102,51
2018,4,구로4동,105,48,102,51
2018,4,구로3동,78,47,102,51
2018,4,구로2동,113,51,102,51
2018,4,구로1동,115,52,102,51
2018,4,신도림동,83,48,102,51
2018,4,방화3동,108,51,102,51
2018,4,방화2동,94,52,102,51
2018,4,방화1동,93,48,102,51
2018,4,공항동,94,48,102,51
2018,4,우장산동,88,48,102,51
2018,4,발산1동,85,51,102,51
2018,4,가양3동,94,51,102,51
2018,4,가양2동,96,49,102,51
2018,4,가양1동,43,46,102,51
2018,4,화곡8동,93,48,102,51
2018,4,화곡6동,91,45,102,51
2018,4,화곡본동,107,50,102,51
2018,4,화곡4동,101,47,102,51
2018,4,화곡3동,90,48,102,51
2018,4,화곡2동,103,46,102,51
2018,4,화곡1동,99,48,102,51
2018,4,등촌3동,82,47,102,51
2018,4,등촌2동,105,47,102,51
2018,4,등촌1동,88,51,102,51
2018,4,염창동,100,53,102,51
2018,4,신정7동,98,49,102,51
2018,4,신정6동,84,47,102,51
2018,4,신정4동,98,46,102,51
2018,4,신정3동,102,52,102,51
2018,4,신정2동,101,48,102,51
2018,4,신정1동,106,50,102,51
2018,4,신월7동,98,47,102,51
2018,4,신월6동,127,61,102,51
2018,4,신월5동,102,50,102,51
2018,4,신월4동,100,50,102,51
2018,4,신월3동,111,49,102,51
2018,4,신월2동,110,49,102,51
2018,4,신월1동,107,47,102,51
2018,4,목5동,95,50,102,51
2018,4,목4동,98,47,102,51
2018,4,목3동,101,50,102,51
2018,4,목2동,100,52,102,51
2018,4,목1동,84,49,102,51
2018,4,상암동,60,43,102,51
2018,4,성산2동,93,56,102,51
2018,4,성산1동,90,49,102,51
2018,4,연남동,57,47,102,51
2018,4,망원2동,95,46,102,51
2018,4,망원1동,86,49,102,51
2018,4,합정동,82,48,102,51
2018,4,서교동,76,46,102,51
2018,4,서강동,79,46,102,51
2018,4,신수동,102,54,102,51
2018,4,염리동,107,55,102,51
2018,4,대흥동,109,54,102,51
2018,4,용강동,97,51,102,51
2018,4,도화동,102,53,102,51
2018,4,공덕동,111,55,102,51
2018,4,아현동,103,52,102,51
2018,4,북가좌2동,104,51,102,51
2018,4,북가좌1동,84,45,102,51
2018,4,남가좌2동,107,53,102,51
2018,4,남가좌1동,122,62,102,51
2018,4,홍은2동,111,55,102,51
2018,4,홍은1동,118,57,102,51
2018,4,홍제2동,118,56,102,51
2018,4,홍제3동,117,63,102,51
2018,4,홍제1동,111,56,102,51
2018,4,연희동,106,54,102,51
2018,4,신촌동,109,50,102,51
2018,4,충현동,119,57,102,51
2018,4,북아현동,121,62,102,51
2018,4,천연동,119,58,102,51
2018,4,진관동,59,45,102,51
2018,4,수색동,149,67,102,51
2018,4,증산동,111,55,102,51
2018,4,신사2동,100,52,102,51
2018,4,신사1동,100,48,102,51
2018,4,역촌동,93,49,102,51
2018,4,응암3동,111,53,102,51
2018,4,응암2동,85,57,102,51
2018,4,응암1동,105,52,102,51
2018,4,대조동,98,50,102,51
2018,4,구산동,97,52,102,51
2018,4,갈현2동,89,49,102,51
2018,4,갈현1동,97,50,102,51
2018,4,불광2동,106,54,102,51
2018,4,불광1동,103,53,102,51
2018,4,녹번동,103,53,102,51
2018,4,상계10동,98,51,102,51
2018,4,상계9동,110,51,102,51
2018,4,상계8동,103,59,102,51
2018,4,상계6.7동,99,48,102,51
2018,4,상계5동,104,49,102,51
2018,4,상계3.4동,113,55,102,51
2018,4,상계2동,89,46,102,51
2018,4,상계1동,87,48,102,51
2018,4,중계2.3동,96,51,102,51
2018,4,중계4동,94,47,102,51
2018,4,중계1동,93,50,102,51
2018,4,중계본동,87,48,102,51
2018,4,하계2동,112,61,102,51
2018,4,하계1동,100,53,102,51
2018,4,공릉2동,91,50,102,51
2018,4,공릉1동,100,51,102,51
2018,4,월계3동,98,50,102,51
2018,4,월계2동,97,54,102,51
2018,4,월계1동,99,53,102,51
2018,4,방학3동,99,54,102,51
2018,4,방학2동,99,47,102,51
2018,4,방학1동,94,46,102,51
2018,4,쌍문4동,92,51,102,51
2018,4,쌍문3동,99,50,102,51
2018,4,쌍문2동,95,49,102,51
2018,4,쌍문1동,98,49,102,51
2018,4,도봉2동,100,49,102,51
2018,4,도봉1동,109,51,102,51
2018,4,창5동,95,47,102,51
2018,4,창4동,102,51,102,51
2018,4,창3동,106,51,102,51
2018,4,창2동,95,50,102,51
2018,4,창1동,92,49,102,51
2018,4,인수동,93,50,102,51
2018,4,우이동,104,51,102,51
2018,4,수유3동,97,47,102,51
2018,4,수유2동,96,50,102,51
2018,4,수유1동,110,53,102,51
2018,4,번3동,103,49,102,51
2018,4,번2동,98,53,102,51
2018,4,번1동,99,46,102,51
2018,4,삼각산동,89,49,102,51
2018,4,송천동,108,54,102,51
2018,4,송중동,97,50,102,51
2018,4,미아동,98,48,102,51
2018,4,삼양동,109,52,102,51
2018,4,석관동,118,53,102,51
2018,4,장위3동,119,64,102,51
2018,4,장위2동,135,56,102,51
2018,4,장위1동,117,56,102,51
2018,4,월곡2동,101,53,102,51
2018,4,월곡1동,113,51,102,51
2018,4,종암동,108,56,102,51
2018,4,길음2동,95,56,102,51
2018,4,길음1동,117,55,102,51
2018,4,정릉4동,104,55,102,51
2018,4,정릉3동,116,58,102,51
2018,4,정릉2동,113,60,102,51
2018,4,정릉1동,105,53,102,51
2018,4,보문동,111,51,102,51
2018,4,안암동,96,54,102,51
2018,4,돈암2동,96,48,102,51
2018,4,돈암1동,102,53,102,51
2018,4,동선동,96,50,102,51
2018,4,삼선동,101,53,102,51
2018,4,성북동,104,62,102,51
2018,4,신내2동,94,49,102,51
2018,4,신내1동,93,50,102,51
2018,4,망우3동,102,47,102,51
2018,4,망우본동,110,49,102,51
2018,4,묵2동,100,49,102,51
2018,4,묵1동,93,51,102,51
2018,4,중화2동,108,49,102,51
2018,4,중화1동,103,50,102,51
2018,4,상봉2동,106,49,102,51
2018,4,상봉1동,86,48,102,51
2018,4,면목3.8동,102,48,102,51
2018,4,면목7동,112,50,102,51
2018,4,면목본동,103,48,102,51
2018,4,면목5동,111,51,102,51
2018,4,면목4동,101,49,102,51
2018,4,면목2동,109,48,102,51
2018,4,이문2동,114,54,102,51
2018,4,이문1동,115,54,102,51
2018,4,휘경2동,92,51,102,51
2018,4,휘경1동,102,52,102,51
2018,4,회기동,93,48,102,51
2018,4,청량리동,143,58,102,51
2018,4,장안2동,104,47,102,51
2018,4,장안1동,105,47,102,51
2018,4,답십리2동,115,54,102,51
2018,4,답십리1동,102,53,102,51
2018,4,전농2동,119,51,102,51
2018,4,전농1동,111,56,102,51
2018,4,제기동,137,62,102,51
2018,4,용신동,112,50,102,51
2018,4,구의3동,109,54,102,51
2018,4,구의2동,100,55,102,51
2018,4,구의1동,106,49,102,51
2018,4,자양4동,99,50,102,51
2018,4,자양3동,93,51,102,51
2018,4,자양2동,106,50,102,51
2018,4,자양1동,105,50,102,51
2018,4,광장동,89,53,102,51
2018,4,능동,88,53,102,51
2018,4,중곡4동,104,52,102,51
2018,4,중곡3동,100,49,102,51
2018,4,중곡2동,96,49,102,51
2018,4,중곡1동,107,50,102,51
2018,4,군자동,103,50,102,51
2018,4,화양동,89,49,102,51
2018,4,용답동,122,54,102,51
2018,4,송정동,111,50,102,51
2018,4,성수2가3동,88,52,102,51
2018,4,성수2가1동,100,51,102,51
2018,4,성수1가2동,83,53,102,51
2018,4,성수1가1동,106,53,102,51
2018,4,옥수동,91,52,102,51
2018,4,금호4가동,111,56,102,51
2018,4,금호2.3가동,106,59,102,51
2018,4,금호1가동,106,54,102,51
2018,4,응봉동,109,56,102,51
2018,4,행당2동,83,52,102,51
2018,4,행당1동,92,52,102,51
2018,4,사근동,92,53,102,51
2018,4,마장동,121,55,102,51
2018,4,왕십리도선동,81,52,102,51
2018,4,왕십리2동,100,54,102,51
2018,4,보광동,106,53,102,51
2018,4,서빙고동,124,62,102,51
2018,4,한남동,94,52,102,51
2018,4,이태원2동,83,49,102,51
2018,4,이태원1동,119,61,102,51
2018,4,이촌2동,136,70,102,51
2018,4,이촌1동,136,64,102,51
2018,4,한강로동,121,53,102,51
2018,4,용문동,109,53,102,51
2018,4,효창동,107,61,102,51
2018,4,원효로2동,118,50,102,51
2018,4,원효로1동,116,51,102,51
2018,4,청파동,114,53,102,51
2018,4,남영동,114,56,102,51
2018,4,용산2가동,83,51,102,51
2018,4,후암동,104,61,102,51
2018,4,중림동,104,59,102,51
2018,4,황학동,126,65,102,51
2018,4,동화동,109,51,102,51
2018,4,신당5동,106,55,102,51
2018,4,청구동,103,50,102,51
2018,4,약수동,106,57,102,51
2018,4,다산동,102,55,102,51
2018,4,신당동,124,55,102,51
2018,4,을지로동,159,64,102,51
2018,4,광희동,131,54,102,51
2018,4,장충동,123,59,102,51
2018,4,필동,128,55,102,51
2018,4,명동,139,56,102,51
2018,4,회현동,141,62,102,51
2018,4,소공동,129,66,102,51
2018,4,숭인2동,121,46,102,51
2018,4,숭인1동,117,56,102,51
2018,4,창신3동,104,57,102,51
2018,4,창신2동,135,62,102,51
2018,4,창신1동,114,54,102,51
2018,4,혜화동,102,53,102,51
2018,4,이화동,96,56,102,51
2018,4,종로5.6가동,133,62,102,51
2018,4,종로1.2.3.4가동,133,62,102,51
2018,4,가회동,103,58,102,51
2018,4,교남동,127,64,102,51
2018,4,무악동,111,67,102,51
2018,4,평창동,109,59,102,51
2018,4,부암동,98,57,102,51
2018,4,삼청동,86,55,102,51
2018,4,사직동,116,56,102,51
2018,4,청운효자동,96,59,102,51
2018,3,둔촌2동,101,48,101,51
2018,3,둔촌1동,138,70,101,51
2018,3,길동,96,46,101,51
2018,3,성내3동,103,46,101,51
2018,3,성내2동,95,47,101,51
2018,3,성내1동,97,49,101,51
2018,3,천호3동,100,48,101,51
2018,3,천호2동,98,50,101,51
2018,3,천호1동,95,48,101,51
2018,3,암사3동,92,52,101,51
2018,3,암사2동,99,48,101,51
2018,3,암사1동,96,47,101,51
2018,3,고덕2동,121,58,101,51
2018,3,고덕1동,84,51,101,51
2018,3,명일2동,105,53,101,51
2018,3,명일1동,104,49,101,51
2018,3,상일동,109,57,101,51
2018,3,강일동,62,39,101,51
2018,3,잠실7동,134,71,101,51
2018,3,잠실6동,89,55,101,51
2018,3,잠실4동,87,44,101,51
2018,3,잠실3동,103,64,101,51
2018,3,잠실2동,73,39,101,51
2018,3,잠실본동,101,48,101,51
2018,3,위례동,25,28,101,51
2018,3,장지동,87,46,101,51
2018,3,문정2동,55,39,101,51
2018,3,문정1동,97,49,101,51
2018,3,가락2동,104,49,101,51
2018,3,가락1동,101,68,101,51
2018,3,가락본동,93,45,101,51
2018,3,삼전동,96,47,101,51
2018,3,석촌동,104,47,101,51
2018,3,송파2동,100,47,101,51
2018,3,송파1동,99,47,101,51
2018,3,오금동,102,50,101,51
2018,3,오륜동,124,63,101,51
