년도,분기,행정동,운영평균,폐업평균,서울운영평균,서울시폐업평균
2015,2,양평1동,102,45,95,47
2015,2,문래동,87,45,95,47
2015,2,도림동,96,48,95,47
2015,2,당산2동,86,46,95,47
2015,2,당산1동,95,43,95,47
2015,2,여의동,107,47,95,47
2015,2,영등포동,108,51,95,47
2015,2,영등포본동,85,49,95,47
2015,2,시흥5동,98,46,95,47
2015,2,시흥4동,94,44,95,47
2015,2,시흥3동,116,50,95,47
2015,2,시흥2동,80,48,95,47
2015,2,시흥1동,101,48,95,47
2015,2,독산4동,99,45,95,47
2015,2,독산3동,96,43,95,47
2015,2,독산2동,92,46,95,47
2015,2,독산1동,89,49,95,47
2015,2,가산동,67,42,95,47
2015,2,수궁동,93,48,95,47
2015,2,오류2동,81,47,95,47
2015,2,오류1동,100,51,95,47
2015,2,개봉3동,107,45,95,47
2015,2,개봉2동,96,49,95,47
2015,2,개봉1동,91,48,95,47
2015,2,고척2동,97,48,95,47
2015,2,고척1동,93,48,95,47
2015,2,가리봉동,112,46,95,47
2015,2,구로5동,78,44,95,47
2015,2,구로4동,95,45,95,47
2015,2,구로3동,72,44,95,47
2015,2,구로2동,99,46,95,47
2015,2,구로1동,101,47,95,47
2015,2,신도림동,72,45,95,47
2015,2,방화3동,91,47,95,47
2015,2,방화2동,80,48,95,47
2015,2,방화1동,87,46,95,47
2015,2,공항동,91,44,95,47
2015,2,우장산동,84,44,95,47
2015,2,발산1동,80,46,95,47
2015,2,가양3동,86,45,95,47
2015,2,가양2동,84,43,95,47
2015,2,가양1동,75,49,95,47
2015,2,화곡8동,85,46,95,47
2015,2,화곡6동,78,42,95,47
2015,2,화곡본동,97,46,95,47
2015,2,화곡4동,90,44,95,47
2015,2,화곡3동,84,45,95,47
2015,2,화곡2동,92,43,95,47
2015,2,화곡1동,93,44,95,47
2015,2,등촌3동,75,43,95,47
2015,2,등촌2동,91,43,95,47
2015,2,등촌1동,78,46,95,47
2015,2,염창동,88,47,95,47
2015,2,신정7동,89,43,95,47
2015,2,신정6동,73,43,95,47
2015,2,신정4동,89,42,95,47
2015,2,신정3동,87,46,95,47
2015,2,신정2동,87,44,95,47
2015,2,신정1동,103,46,95,47
2015,2,신월7동,90,43,95,47
2015,2,신월6동,122,48,95,47
2015,2,신월5동,93,47,95,47
2015,2,신월4동,87,46,95,47
2015,2,신월3동,104,44,95,47
2015,2,신월2동,98,46,95,47
2015,2,신월1동,98,43,95,47
2015,2,목5동,82,45,95,47
2015,2,목4동,86,43,95,47
2015,2,목3동,93,46,95,47
2015,2,목2동,90,46,95,47
2015,2,목1동,73,45,95,47
2015,2,상암동,56,40,95,47
2015,2,성산2동,87,49,95,47
2015,2,성산1동,82,44,95,47
2015,2,연남동,66,49,95,47
2015,2,망원2동,87,44,95,47
2015,2,망원1동,89,44,95,47
2015,2,합정동,85,45,95,47
2015,2,서교동,71,44,95,47
2015,2,서강동,73,42,95,47
2015,2,신수동,94,49,95,47
2015,2,염리동,104,50,95,47
2015,2,대흥동,103,47,95,47
2015,2,용강동,91,47,95,47
2015,2,도화동,97,49,95,47
2015,2,공덕동,104,50,95,47
2015,2,아현동,99,47,95,47
2015,2,북가좌2동,93,46,95,47
2015,2,북가좌1동,78,42,95,47
2015,2,남가좌2동,98,47,95,47
2015,2,남가좌1동,147,55,95,47
2015,2,홍은2동,101,49,95,47
2015,2,홍은1동,115,52,95,47
2015,2,홍제2동,103,53,95,47
2015,2,홍제3동,112,57,95,47
2015,2,홍제1동,99,53,95,47
2015,2,연희동,98,51,95,47
2015,2,신촌동,95,47,95,47
2015,2,충현동,107,52,95,47
2015,2,북아현동,129,59,95,47
2015,2,천연동,109,53,95,47
2015,2,진관동,62,44,95,47
2015,2,수색동,131,53,95,47
2015,2,증산동,97,47,95,47
2015,2,신사2동,93,47,95,47
2015,2,신사1동,89,44,95,47
2015,2,역촌동,84,45,95,47
2015,2,응암3동,102,49,95,47
2015,2,응암2동,93,50,95,47
2015,2,응암1동,97,48,95,47
2015,2,대조동,88,47,95,47
2015,2,구산동,89,47,95,47
2015,2,갈현2동,83,46,95,47
2015,2,갈현1동,92,46,95,47
2015,2,불광2동,98,49,95,47
2015,2,불광1동,96,49,95,47
2015,2,녹번동,94,50,95,47
2015,2,상계10동,87,46,95,47
2015,2,상계9동,98,46,95,47
2015,2,상계8동,92,55,95,47
2015,2,상계6.7동,91,44,95,47
2015,2,상계5동,96,44,95,47
2015,2,상계3.4동,103,48,95,47
2015,2,상계2동,79,42,95,47
2015,2,상계1동,80,43,95,47
2015,2,중계2.3동,83,47,95,47
2015,2,중계4동,82,43,95,47
2015,2,중계1동,84,45,95,47
2015,2,중계본동,81,43,95,47
2015,2,하계2동,102,54,95,47
2015,2,하계1동,90,48,95,47
2015,2,공릉2동,83,45,95,47
2015,2,공릉1동,96,48,95,47
2015,2,월계3동,86,45,95,47
2015,2,월계2동,84,47,95,47
2015,2,월계1동,89,49,95,47
2015,2,방학3동,90,51,95,47
2015,2,방학2동,88,44,95,47
2015,2,방학1동,83,42,95,47
2015,2,쌍문4동,88,43,95,47
2015,2,쌍문3동,91,46,95,47
2015,2,쌍문2동,86,46,95,47
2015,2,쌍문1동,94,42,95,47
2015,2,도봉2동,90,46,95,47
2015,2,도봉1동,99,48,95,47
2015,2,창5동,85,43,95,47
2015,2,창4동,94,44,95,47
2015,2,창3동,93,46,95,47
2015,2,창2동,89,47,95,47
2015,2,창1동,88,43,95,47
2015,2,인수동,89,45,95,47
2015,2,우이동,96,47,95,47
2015,2,수유3동,90,43,95,47
2015,2,수유2동,90,46,95,47
2015,2,수유1동,103,48,95,47
2015,2,번3동,90,44,95,47
2015,2,번2동,95,47,95,47
2015,2,번1동,91,42,95,47
2015,2,삼각산동,79,46,95,47
2015,2,송천동,99,50,95,47
2015,2,송중동,88,47,95,47
2015,2,미아동,90,44,95,47
2015,2,삼양동,96,48,95,47
2015,2,석관동,103,48,95,47
2015,2,장위3동,114,50,95,47
2015,2,장위2동,119,49,95,47
2015,2,장위1동,111,47,95,47
2015,2,월곡2동,89,48,95,47
2015,2,월곡1동,101,47,95,47
2015,2,종암동,100,51,95,47
2015,2,길음2동,80,53,95,47
2015,2,길음1동,102,51,95,47
2015,2,정릉4동,93,51,95,47
2015,2,정릉3동,107,54,95,47
2015,2,정릉2동,102,57,95,47
2015,2,정릉1동,90,48,95,47
2015,2,보문동,105,46,95,47
2015,2,안암동,91,49,95,47
2015,2,돈암2동,100,45,95,47
2015,2,돈암1동,94,45,95,47
2015,2,동선동,90,46,95,47
2015,2,삼선동,95,50,95,47
2015,2,성북동,104,60,95,47
2015,2,신내2동,84,43,95,47
2015,2,신내1동,86,45,95,47
2015,2,망우3동,94,43,95,47
2015,2,망우본동,99,43,95,47
2015,2,묵2동,91,47,95,47
2015,2,묵1동,87,47,95,47
2015,2,중화2동,100,44,95,47
2015,2,중화1동,98,46,95,47
2015,2,상봉2동,96,44,95,47
2015,2,상봉1동,76,47,95,47
2015,2,면목3.8동,90,45,95,47
2015,2,면목7동,101,46,95,47
2015,2,면목본동,93,44,95,47
2015,2,면목5동,100,43,95,47
2015,2,면목4동,91,45,95,47
2015,2,면목2동,99,43,95,47
2015,2,이문2동,98,49,95,47
2015,2,이문1동,100,49,95,47
2015,2,휘경2동,84,48,95,47
2015,2,휘경1동,96,48,95,47
2015,2,회기동,89,44,95,47
2015,2,청량리동,127,52,95,47
2015,2,장안2동,91,43,95,47
2015,2,장안1동,97,42,95,47
2015,2,답십리2동,103,50,95,47
2015,2,답십리1동,94,49,95,47
2015,2,전농2동,104,46,95,47
2015,2,전농1동,103,52,95,47
2015,2,제기동,123,54,95,47
2015,2,용신동,102,44,95,47
2015,2,구의3동,98,49,95,47
2015,2,구의2동,98,50,95,47
2015,2,구의1동,96,46,95,47
2015,2,자양4동,93,47,95,47
2015,2,자양3동,82,46,95,47
2015,2,자양2동,95,46,95,47
2015,2,자양1동,95,46,95,47
2015,2,광장동,84,49,95,47
2015,2,능동,92,48,95,47
2015,2,중곡4동,95,47,95,47
2015,2,중곡3동,93,44,95,47
2015,2,중곡2동,91,44,95,47
2015,2,중곡1동,99,45,95,47
2015,2,군자동,95,46,95,47
2015,2,화양동,83,45,95,47
2015,2,용답동,112,47,95,47
2015,2,송정동,102,46,95,47
2015,2,성수2가3동,86,49,95,47
2015,2,성수2가1동,98,47,95,47
2015,2,성수1가2동,86,49,95,47
2015,2,성수1가1동,105,47,95,47
2015,2,옥수동,87,48,95,47
2015,2,금호4가동,109,52,95,47
2015,2,금호2.3가동,105,55,95,47
2015,2,금호1가동,100,49,95,47
2015,2,응봉동,107,47,95,47
2015,2,행당2동,77,48,95,47
2015,2,행당1동,84,48,95,47
2015,2,사근동,86,50,95,47
2015,2,마장동,109,49,95,47
2015,2,왕십리도선동,92,48,95,47
2015,2,왕십리2동,93,51,95,47
2015,2,보광동,97,50,95,47
2015,2,서빙고동,115,55,95,47
2015,2,한남동,94,48,95,47
2015,2,이태원2동,75,52,95,47
2015,2,이태원1동,111,57,95,47
2015,2,이촌2동,117,64,95,47
2015,2,이촌1동,122,59,95,47
2015,2,한강로동,111,48,95,47
2015,2,용문동,100,50,95,47
2015,2,효창동,93,53,95,47
2015,2,원효로2동,103,45,95,47
2015,2,원효로1동,103,47,95,47
2015,2,청파동,97,48,95,47
2015,2,남영동,104,52,95,47
2015,2,용산2가동,89,47,95,47
2015,2,후암동,100,57,95,47
2015,2,중림동,104,55,95,47
2015,2,황학동,116,58,95,47
2015,2,동화동,94,47,95,47
2015,2,신당5동,97,49,95,47
2015,2,청구동,94,45,95,47
2015,2,약수동,97,49,95,47
2015,2,다산동,97,50,95,47
2015,2,신당동,114,49,95,47
2015,2,을지로동,148,59,95,47
2015,2,광희동,114,47,95,47
2015,2,장충동,110,54,95,47
2015,2,필동,116,51,95,47
2015,2,명동,126,52,95,47
2015,2,회현동,131,56,95,47
2015,2,소공동,117,60,95,47
2015,2,숭인2동,109,40,95,47
2015,2,숭인1동,97,48,95,47
2015,2,창신3동,91,51,95,47
2015,2,창신2동,125,58,95,47
2015,2,창신1동,106,49,95,47
2015,2,혜화동,95,49,95,47
2015,2,이화동,94,50,95,47
2015,2,종로5.6가동,126,55,95,47
2015,2,종로1.2.3.4가동,127,57,95,47
2015,2,가회동,97,53,95,47
2015,2,교남동,155,58,95,47
2015,2,무악동,104,58,95,47
2015,2,평창동,99,52,95,47
2015,2,부암동,90,51,95,47
2015,2,삼청동,76,51,95,47
2015,2,사직동,108,52,95,47
2015,2,청운효자동,88,55,95,47
2015,1,둔촌2동,89,42,94,46
2015,1,둔촌1동,108,55,94,46
2015,1,길동,88,42,94,46
2015,1,성내3동,94,40,94,46
2015,1,성내2동,87,43,94,46
2015,1,성내1동,94,43,94,46
2015,1,천호3동,93,43,94,46
2015,1,천호2동,88,45,94,46
2015,1,천호1동,86,45,94,46
2015,1,암사3동,78,49,94,46
2015,1,암사2동,88,44,94,46
2015,1,암사1동,87,42,94,46
2015,1,고덕2동,105,51,94,46
2015,1,고덕1동,91,47,94,46
2015,1,명일2동,93,45,94,46
2015,1,명일1동,93,44,94,46
2015,1,상일동,95,49,94,46
2015,1,강일동,51,36,94,46
2015,1,잠실7동,128,62,94,46
2015,1,잠실6동,84,49,94,46
2015,1,잠실4동,72,40,94,46
2015,1,잠실3동,91,63,94,46
2015,1,잠실2동,60,34,94,46
2015,1,잠실본동,92,44,94,46
2015,1,위례동,47,52,94,46
2015,1,장지동,79,40,94,46
2015,1,문정2동,57,37,94,46
2015,1,문정1동,85,45,94,46
2015,1,가락2동,96,43,94,46
2015,1,가락1동,116,62,94,46
2015,1,가락본동,86,41,94,46
2015,1,삼전동,88,42,94,46
2015,1,석촌동,95,43,94,46
2015,1,송파2동,86,43,94,46
2015,1,송파1동,94,43,94,46
2015,1,오금동,93,44,94,46
2015,1,오륜동,108,57,94,46
2015,1,방이2동,89,43,94,46
2015,1,방이1동,90,42,94,46
2015,1,마천2동,103,47,94,46
2015,1,마천1동,98,45,94,46
2015,1,거여2동,100,45,94,46
2015,1,거여1동,86,43,94,46
2015,1,풍납2동,91,47,94,46
2015,1,풍납1동,105,49,94,46
2015,1,수서동,95,48,94,46
2015,1,일원2동,97,49,94,46
2015,1,일원1동,95,46,94,46
2015,1,일원본동,89,46,94,46
2015,1,세곡동,55,57,94,46
2015,1,개포4동,97,42,94,46
2015,1,개포2동,98,47,94,46
2015,1,개포1동,101,47,94,46
2015,1,도곡2동,88,45,94,46
2015,1,도곡1동,91,43,94,46
2015,1,역삼2동,80,42,94,46
2015,1,역삼1동,79,40,94,46
2015,1,대치4동,73,42,94,46
2015,1,대치2동,95,45,94,46
2015,1,대치1동,91,47,94,46
2015,1,삼성2동,82,43,94,46
2015,1,삼성1동,87,51,94,46
2015,1,청담동,84,44,94,46
2015,1,압구정동,91,43,94,46
2015,1,논현2동,87,43,94,46
2015,1,논현1동,85,42,94,46
2015,1,신사동,82,45,94,46
2015,1,내곡동,108,54,94,46
2015,1,양재2동,96,42,94,46
2015,1,양재1동,90,45,94,46
2015,1,방배4동,103,45,94,46
2015,1,방배3동,106,45,94,46
2015,1,방배2동,90,47,94,46
2015,1,방배1동,93,46,94,46
2015,1,방배본동,98,45,94,46
2015,1,반포4동,112,56,94,46
2015,1,반포3동,101,51,94,46
2015,1,반포2동,103,54,94,46
2015,1,반포1동,87,41,94,46
2015,1,반포본동,114,53,94,46
2015,1,잠원동,96,44,94,46
2015,1,서초4동,91,44,94,46
2015,1,서초3동,99,45,94,46
2015,1,서초2동,90,41,94,46
2015,1,서초1동,101,46,94,46
2015,1,난곡동,102,55,94,46
2015,1,미성동,98,49,94,46
2015,1,삼성동,116,51,94,46
2015,1,대학동,86,45,94,46
2015,1,조원동,102,42,94,46
2015,1,난향동,79,47,94,46
2015,1,신림동,92,43,94,46
2015,1,신사동,90,45,94,46
2015,1,서림동,92,49,94,46
2015,1,신원동,94,47,94,46
2015,1,서원동,94,50,94,46
2015,1,남현동,90,49,94,46
2015,1,인헌동,91,45,94,46
2015,1,중앙동,99,46,94,46
2015,1,은천동,95,44,94,46
2015,1,청룡동,92,45,94,46
2015,1,낙성대동,85,46,94,46
2015,1,행운동,100,47,94,46
2015,1,성현동,87,43,94,46
2015,1,청림동,99,47,94,46
2015,1,보라매동,88,47,94,46
2015,1,신대방2동,92,48,94,46
2015,1,신대방1동,100,47,94,46
2015,1,대방동,91,46,94,46
2015,1,사당5동,95,45,94,46
2015,1,사당4동,96,45,94,46
2015,1,사당3동,95,46,94,46
2015,1,사당2동,94,48,94,46
2015,1,사당1동,94,44,94,46
2015,1,흑석동,99,52,94,46
2015,1,상도4동,97,46,94,46
2015,1,상도3동,97,50,94,46
2015,1,상도2동,107,52,94,46
2015,1,상도1동,87,49,94,46
2015,1,노량진2동,110,51,94,46
2015,1,노량진1동,102,53,94,46
2015,1,대림3동,91,42,94,46
2015,1,대림2동,87,40,94,46
2015,1,대림1동,103,42,94,46
2015,1,신길7동,103,47,94,46
2015,1,신길6동,103,44,94,46
2015,1,신길5동,95,45,94,46
2015,1,신길4동,102,45,94,46
2015,1,신길3동,116,51,94,46
2015,1,신길1동,107,47,94,46
2015,1,양평2동,89,46,94,46
2015,1,양평1동,103,45,94,46
2015,1,문래동,87,45,94,46
2015,1,도림동,96,47,94,46
2015,1,당산2동,87,45,94,46
2015,1,당산1동,95,43,94,46
2015,1,여의동,106,46,94,46
2015,1,영등포동,108,50,94,46
2015,1,영등포본동,83,48,94,46
2015,1,시흥5동,97,46,94,46
2015,1,시흥4동,92,43,94,46
2015,1,시흥3동,116,49,94,46
2015,1,시흥2동,80,48,94,46
2015,1,시흥1동,101,47,94,46
2015,1,독산4동,97,45,94,46
2015,1,독산3동,96,42,94,46
2015,1,독산2동,91,46,94,46
2015,1,독산1동,91,48,94,46
2015,1,가산동,67,42,94,46
2015,1,수궁동,94,48,94,46
2015,1,오류2동,80,47,94,46
2015,1,오류1동,100,50,94,46
2015,1,개봉3동,105,44,94,46
2015,1,개봉2동,94,49,94,46
2015,1,개봉1동,91,48,94,46
2015,1,고척2동,96,47,94,46
2015,1,고척1동,92,48,94,46
2015,1,가리봉동,111,45,94,46
2015,1,구로5동,78,43,94,46
2015,1,구로4동,94,44,94,46
2015,1,구로3동,72,44,94,46
2015,1,구로2동,99,46,94,46
2015,1,구로1동,101,46,94,46
2015,1,신도림동,71,45,94,46
2015,1,방화3동,92,47,94,46
2015,1,방화2동,81,47,94,46
2015,1,방화1동,89,45,94,46
2015,1,공항동,91,44,94,46
2015,1,우장산동,85,43,94,46
2015,1,발산1동,80,45,94,46
2015,1,가양3동,85,45,94,46
2015,1,가양2동,83,42,94,46
2015,1,가양1동,76,49,94,46
2015,1,화곡8동,85,45,94,46
2015,1,화곡6동,78,41,94,46
2015,1,화곡본동,97,45,94,46
2015,1,화곡4동,90,44,94,46
2015,1,화곡3동,83,45,94,46
2015,1,화곡2동,91,43,94,46
2015,1,화곡1동,94,43,94,46
2015,1,등촌3동,74,42,94,46
2015,1,등촌2동,90,43,94,46
2015,1,등촌1동,77,45,94,46
2015,1,염창동,87,46,94,46
2015,1,신정7동,88,43,94,46
2015,1,신정6동,71,42,94,46
2015,1,신정4동,90,42,94,46
2015,1,신정3동,89,45,94,46
2015,1,신정2동,87,44,94,46
2015,1,신정1동,103,45,94,46
2015,1,신월7동,90,42,94,46
2015,1,신월6동,120,48,94,46
2015,1,신월5동,93,46,94,46
2015,1,신월4동,87,45,94,46
2015,1,신월3동,103,43,94,46
2015,1,신월2동,98,45,94,46
2015,1,신월1동,98,43,94,46
2015,1,목5동,81,44,94,46
2015,1,목4동,87,43,94,46
2015,1,목3동,93,45,94,46
2015,1,목2동,90,46,94,46
2015,1,목1동,72,44,94,46
2015,1,상암동,56,40,94,46
2015,1,성산2동,87,49,94,46
2015,1,성산1동,81,44,94,46
2015,1,연남동,67,48,94,46
2015,1,망원2동,86,43,94,46
2015,1,망원1동,90,44,94,46
2015,1,합정동,85,44,94,46
2015,1,서교동,72,44,94,46
2015,1,서강동,74,42,94,46
2015,1,신수동,93,49,94,46
2015,1,염리동,103,50,94,46
2015,1,대흥동,101,47,94,46
2015,1,용강동,91,47,94,46
2015,1,도화동,97,49,94,46
2015,1,공덕동,104,50,94,46
2015,1,아현동,100,46,94,46
2015,1,북가좌2동,93,45,94,46
2015,1,북가좌1동,79,42,94,46
2015,1,남가좌2동,97,46,94,46
2015,1,남가좌1동,151,55,94,46
2015,1,홍은2동,101,48,94,46
2015,1,홍은1동,116,51,94,46
2015,1,홍제2동,103,52,94,46
2015,1,홍제3동,111,57,94,46
2015,1,홍제1동,101,52,94,46
2015,1,연희동,98,51,94,46
2015,1,신촌동,95,46,94,46
2015,1,충현동,107,52,94,46
2015,1,북아현동,129,58,94,46
2015,1,천연동,109,53,94,46
2015,1,진관동,61,43,94,46
2015,1,수색동,130,53,94,46
2015,1,증산동,98,47,94,46
2015,1,신사2동,91,47,94,46
2015,1,신사1동,87,44,94,46
2015,1,역촌동,84,44,94,46
2015,1,응암3동,102,49,94,46
2015,1,응암2동,91,50,94,46
2015,1,응암1동,95,47,94,46
2015,1,대조동,88,47,94,46
2015,1,구산동,89,47,94,46
2015,1,갈현2동,84,45,94,46
2015,1,갈현1동,93,45,94,46
2015,1,불광2동,98,49,94,46
2015,1,불광1동,95,49,94,46
2015,1,녹번동,94,49,94,46
2015,1,상계10동,85,45,94,46
2015,1,상계9동,97,46,94,46
2015,1,상계8동,93,54,94,46
2015,1,상계6.7동,91,43,94,46
2015,1,상계5동,96,43,94,46
2015,1,상계3.4동,102,47,94,46
2015,1,상계2동,77,41,94,46
2015,1,상계1동,80,43,94,46
2015,1,중계2.3동,84,46,94,46
2015,1,중계4동,83,42,94,46
2015,1,중계1동,83,44,94,46
2015,1,중계본동,81,42,94,46
2015,1,하계2동,102,53,94,46
2015,1,하계1동,90,47,94,46
2015,1,공릉2동,83,44,94,46
2015,1,공릉1동,96,48,94,46
2015,1,월계3동,86,44,94,46
2015,1,월계2동,82,47,94,46
2015,1,월계1동,89,49,94,46
2015,1,방학3동,89,51,94,46
2015,1,방학2동,89,44,94,46
2015,1,방학1동,83,42,94,46
2015,1,쌍문4동,87,43,94,46
2015,1,쌍문3동,90,46,94,46
2015,1,쌍문2동,87,45,94,46
2015,1,쌍문1동,93,42,94,46
2015,1,도봉2동,89,46,94,46
2015,1,도봉1동,100,47,94,46
2015,1,창5동,85,42,94,46
2015,1,창4동,93,43,94,46
2015,1,창3동,94,46,94,46
2015,1,창2동,88,47,94,46
2015,1,창1동,89,43,94,46
2015,1,인수동,89,44,94,46
2015,1,우이동,97,46,94,46
2015,1,수유3동,90,43,94,46
2015,1,수유2동,90,45,94,46
2015,1,수유1동,103,47,94,46
2015,1,번3동,90,43,94,46
2015,1,번2동,95,45,94,46
2015,1,번1동,92,41,94,46
2015,1,삼각산동,80,45,94,46
2015,1,송천동,98,49,94,46
2015,1,송중동,89,47,94,46
2015,1,미아동,91,43,94,46
2015,1,삼양동,96,47,94,46
2015,1,석관동,103,48,94,46
2015,1,장위3동,111,48,94,46
2015,1,장위2동,119,48,94,46
2015,1,장위1동,109,47,94,46
2015,1,월곡2동,88,48,94,46
2015,1,월곡1동,101,46,94,46
2015,1,종암동,98,51,94,46
2015,1,길음2동,80,52,94,46
2015,1,길음1동,102,50,94,46
2015,1,정릉4동,93,50,94,46
2015,1,정릉3동,108,53,94,46
2015,1,정릉2동,102,56,94,46
2015,1,정릉1동,89,48,94,46
2015,1,보문동,108,45,94,46
2015,1,안암동,91,49,94,46
2015,1,돈암2동,99,43,94,46
2015,1,돈암1동,93,44,94,46
2015,1,동선동,91,45,94,46
2015,1,삼선동,96,49,94,46
2015,1,성북동,107,57,94,46
2015,1,신내2동,84,42,94,46
2015,1,신내1동,87,44,94,46
2015,1,망우3동,93,42,94,46
2015,1,망우본동,98,43,94,46
2015,1,묵2동,91,46,94,46
2015,1,묵1동,87,46,94,46
2015,1,중화2동,99,44,94,46
2015,1,중화1동,98,45,94,46
2015,1,상봉2동,96,43,94,46
2015,1,상봉1동,76,46,94,46
2015,1,면목3.8동,89,45,94,46
2015,1,면목7동,101,45,94,46
2015,1,면목본동,93,44,94,46
2015,1,면목5동,97,43,94,46
2015,1,면목4동,90,44,94,46
2015,1,면목2동,99,43,94,46
2015,1,이문2동,98,49,94,46
2015,1,이문1동,100,49,94,46
2015,1,휘경2동,83,47,94,46
2015,1,휘경1동,96,47,94,46
2015,1,회기동,91,44,94,46
2015,1,청량리동,126,52,94,46
2015,1,장안2동,91,43,94,46
2015,1,장안1동,97,42,94,46
2015,1,답십리2동,104,50,94,46
2015,1,답십리1동,93,49,94,46
2015,1,전농2동,102,46,94,46
2015,1,전농1동,103,50,94,46
2015,1,제기동,123,54,94,46
2015,1,용신동,103,43,94,46
2015,1,구의3동,97,48,94,46
2015,1,구의2동,97,50,94,46
2015,1,구의1동,95,45,94,46
2015,1,자양4동,94,46,94,46
2015,1,자양3동,81,45,94,46
2015,1,자양2동,95,45,94,46
2015,1,자양1동,95,46,94,46
2015,1,광장동,82,49,94,46
2015,1,능동,93,47,94,46
2015,1,중곡4동,96,46,94,46
2015,1,중곡3동,91,44,94,46
2015,1,중곡2동,92,43,94,46
2015,1,중곡1동,99,45,94,46
2015,1,군자동,95,46,94,46
2015,1,화양동,83,44,94,46
2015,1,용답동,112,46,94,46
2015,1,송정동,104,45,94,46
2015,1,성수2가3동,87,49,94,46
2015,1,성수2가1동,98,46,94,46
2015,1,성수1가2동,87,48,94,46
2015,1,성수1가1동,102,47,94,46
2015,1,옥수동,86,48,94,46
2015,1,금호4가동,112,50,94,46
2015,1,금호2.3가동,105,55,94,46
2015,1,금호1가동,100,48,94,46
2015,1,응봉동,105,46,94,46
2015,1,행당2동,77,47,94,46
2015,1,행당1동,83,48,94,46
2015,1,사근동,85,49,94,46
2015,1,마장동,108,48,94,46
2015,1,왕십리도선동,93,48,94,46
2015,1,왕십리2동,95,51,94,46
2015,1,보광동,98,49,94,46
2015,1,서빙고동,115,55,94,46
2015,1,한남동,94,48,94,46
2015,1,이태원2동,78,51,94,46
2015,1,이태원1동,112,57,94,46
2015,1,이촌2동,115,64,94,46
2015,1,이촌1동,122,58,94,46
2015,1,한강로동,110,47,94,46
2015,1,용문동,100,49,94,46
2015,1,효창동,94,51,94,46
2015,1,원효로2동,103,45,94,46
2015,1,원효로1동,104,46,94,46
2015,1,청파동,97,48,94,46
2015,1,남영동,104,52,94,46
2015,1,용산2가동,90,47,94,46
2015,1,후암동,99,57,94,46
2015,1,중림동,104,53,94,46
2015,1,황학동,117,57,94,46
2015,1,동화동,93,46,94,46
2015,1,신당5동,96,48,94,46
2015,1,청구동,93,44,94,46
2015,1,약수동,96,48,94,46
2015,1,다산동,97,50,94,46
2015,1,신당동,114,48,94,46
2015,1,을지로동,147,58,94,46
2015,1,광희동,112,47,94,46
2015,1,장충동,107,53,94,46
2015,1,필동,115,50,94,46
2015,1,명동,125,51,94,46
2015,1,회현동,129,56,94,46
2015,1,소공동,115,60,94,46
2015,1,숭인2동,109,40,94,46
2015,1,숭인1동,98,46,94,46
2015,1,창신3동,90,51,94,46
2015,1,창신2동,123,58,94,46
2015,1,창신1동,105,48,94,46
2015,1,혜화동,95,48,94,46
2015,1,이화동,95,49,94,46
2015,1,종로5.6가동,125,55,94,46
2015,1,종로1.2.3.4가동,126,57,94,46
2015,1,가회동,98,52,94,46
2015,1,교남동,153,57,94,46
2015,1,무악동,105,57,94,46
2015,1,평창동,100,51,94,46
2015,1,부암동,91,51,94,46
2015,1,삼청동,77,50,94,46
2015,1,사직동,106,51,94,46
2015,1,청운효자동,89,54,94,46
2014,4,둔촌2동,89,42,94,46
2014,4,둔촌1동,106,54,94,46
2014,4,길동,87,42,94,46
2014,4,성내3동,92,40,94,46
2014,4,성내2동,86,42,94,46
2014,4,성내1동,92,42,94,46
2014,4,천호3동,92,43,94,46
2014,4,천호2동,88,44,94,46
2014,4,천호1동,84,45,94,46
2014,4,암사3동,78,49,94,46
2014,4,암사2동,87,44,94,46
2014,4,암사1동,87,42,94,46
2014,4,고덕2동,106,48,94,46
2014,4,고덕1동,91,46,94,46
2014,4,명일2동,92,45,94,46
2014,4,명일1동,92,43,94,46
2014,4,상일동,93,49,94,46
2014,4,강일동,50,36,94,46
2014,4,잠실7동,128,61,94,46
2014,4,잠실6동,84,48,94,46
2014,4,잠실4동,71,40,94,46
2014,4,잠실3동,90,64,94,46
2014,4,잠실2동,59,34,94,46
2014,4,잠실본동,92,44,94,46
2014,4,위례동,59,54,94,46
2014,4,장지동,79,39,94,46
2014,4,문정2동,56,37,94,46
2014,4,문정1동,85,44,94,46
2014,4,가락2동,95,42,94,46
2014,4,가락1동,115,61,94,46
2014,4,가락본동,85,40,94,46
2014,4,삼전동,87,41,94,46
2014,4,석촌동,94,43,94,46
2014,4,송파2동,86,42,94,46
2014,4,송파1동,93,42,94,46
2014,4,오금동,91,44,94,46
2014,4,오륜동,107,56,94,46
2014,4,방이2동,88,42,94,46
2014,4,방이1동,90,41,94,46
2014,4,마천2동,102,46,94,46
2014,4,마천1동,97,45,94,46
2014,4,거여2동,98,44,94,46
2014,4,거여1동,85,43,94,46
2014,4,풍납2동,90,47,94,46
2014,4,풍납1동,103,49,94,46
2014,4,수서동,95,48,94,46
2014,4,일원2동,97,48,94,46
2014,4,일원1동,93,46,94,46
2014,4,일원본동,88,46,94,46
2014,4,세곡동,57,57,94,46
2014,4,개포4동,96,42,94,46
2014,4,개포2동,97,47,94,46
2014,4,개포1동,99,47,94,46
2014,4,도곡2동,87,45,94,46
2014,4,도곡1동,90,43,94,46
