"년도" "자치구명" "동" "사업체수" "총종사자수" "총여성종사자수" "농업.임업.및.어업" "농업.임업.및.어업(여성)" "광업" "광업(여성)" "제조업" "제조업(여성)" "전기.가스.증기.및.공기조절.공급업" "전기.가스.증기.및.공기조절.공급업(여성)" "수도.하수.및.폐기물.처리.원료.재생업" "수도.하수.및.폐기물.처리.원료.재생업(여성)" "건설업" "건설업(여성)" "도매.및.소매업" "도매.및.소매업(여성)" "운수.및.창고업" "운수.및.창고업(여성)" "숙박.및.음식점업" "숙박.및.음식점업(여성)" "정보통신업" "정보통신업(여성)" "금융.및.보험업" "금융.및.보험업(여성)" "부동산업" "부동산업(여성)" "전문.과학.및.기술.서비스업" "전문.과학.및.기술.서비스업(여성)" "사업시설.관리.사업.지원.및.임대.서비스업" "사업시설.관리.사업.지원.및.임대.서비스업(여성)" "공공행정.국방.및.사회보장.행정" "공공행정.국방.및.사회보장.행정(여성)" "교육.서비스업" "교육.서비스업(여성)" "보건업.및.사회복지.서비스업" "보건업.및.사회복지.서비스업(여성)" "예술.스포츠.및.여가관련.서비스업" "예술.스포츠.및.여가관련.서비스업(여성)" "협회.및.단체.수리.및.기타.개인.서비스업" "협회.및.단체.수리.및.기타.개인.서비스업(여성)"
"515" "2016" "관악구" "청림동" 443 1185 671 0 0 0 0 35 16 0 0 0 0 21 7 189 82 82 4 144 86 4 1 12 6 84 26 20 5 31 12 19 9 139 109 208 197 69 33 128 78
"516" "2016" "관악구" "행운동" 1464 6151 3271 0 0 0 0 171 84 0 0 0 0 244 58 1842 1003 187 26 768 449 273 69 182 85 228 71 207 80 55 25 48 28 706 489 614 475 155 66 471 263
"517" "2016" "광진구" "광장동" 1402 12078 5580 0 0 0 0 317 137 1 0 36 2 864 137 1332 585 117 9 2096 926 117 37 1987 921 521 118 359 113 1013 601 83 16 1457 977 402 338 1057 494 319 169
"518" "2016" "광진구" "구의1동" 1900 6556 2888 0 0 0 0 326 142 0 0 4 1 668 89 950 402 290 20 958 570 264 93 158 67 240 102 641 212 456 187 180 26 426 292 396 334 158 64 441 287
"519" "2016" "광진구" "구의2동" 1251 5199 2345 0 0 0 0 467 228 83 9 0 0 329 51 1024 435 519 16 540 347 86 44 311 115 112 46 250 70 74 32 17 8 468 345 536 422 118 58 265 119
"520" "2016" "광진구" "구의3동" 2636 19517 6124 0 0 0 0 278 140 0 0 17 4 6499 283 3090 1316 759 104 1431 919 1180 446 233 109 636 221 942 221 1921 766 18 12 830 530 579 476 310 110 794 467
"521" "2016" "광진구" "군자동" 1609 10040 4666 0 0 0 0 505 221 0 0 0 0 221 53 1418 567 599 26 1124 657 290 121 167 95 242 90 278 168 1679 961 31 19 2466 1035 515 422 156 61 349 170
"522" "2016" "광진구" "능동" 758 5945 2879 0 0 0 0 160 77 0 0 0 0 118 20 1039 480 125 11 581 360 160 58 243 150 98 32 257 92 237 96 433 55 1435 789 342 296 505 236 212 127
"523" "2016" "광진구" "자양1동" 1736 8527 3604 0 0 0 0 432 175 0 0 4 2 535 73 1213 602 774 61 733 466 103 32 176 66 269 91 407 103 965 266 1142 446 259 178 1036 810 94 42 385 191
"524" "2016" "광진구" "자양2동" 1524 7659 3283 0 0 0 0 394 140 0 0 3 0 505 99 784 303 529 25 513 296 1114 439 96 58 264 114 722 183 288 98 720 383 837 567 355 301 106 44 429 233
"525" "2016" "광진구" "자양3동" 1356 6395 3484 0 0 0 0 150 56 0 0 0 0 134 23 1473 886 298 33 1219 750 157 87 147 73 480 158 148 65 379 195 84 20 706 517 490 359 118 45 412 217
"526" "2016" "광진구" "자양4동" 2058 6388 2968 0 0 0 0 516 218 0 0 0 0 682 55 1296 571 327 23 1285 757 66 32 58 30 216 69 273 128 76 40 73 11 311 211 564 476 188 81 457 266
"527" "2016" "광진구" "중곡1동" 1639 6476 2549 0 0 0 0 1580 774 0 0 2 0 468 49 1346 535 386 20 519 348 138 36 85 54 125 42 127 51 893 155 45 10 60 43 273 225 61 34 368 173
"528" "2016" "광진구" "중곡2동" 1660 6711 3308 0 0 0 0 819 438 0 0 20 1 737 120 1232 627 273 20 533 338 160 43 174 89 171 87 222 87 746 317 52 18 331 250 666 535 105 52 470 286
"529" "2016" "광진구" "중곡3동" 1347 5601 2483 0 0 0 0 948 474 0 0 0 0 770 63 981 398 483 19 469 323 20 3 46 25 73 32 59 25 190 63 44 7 179 135 793 606 142 66 404 244
"530" "2016" "광진구" "중곡4동" 1545 4810 2149 0 0 0 0 772 381 0 0 22 1 193 19 883 388 517 19 473 290 18 10 88 43 142 49 31 13 58 17 72 11 621 347 340 279 127 47 453 235
"531" "2016" "광진구" "화양동" 2474 15035 7227 0 0 0 0 330 131 4 1 21 3 256 29 1545 768 294 13 4133 2126 263 75 90 51 341 121 329 127 482 134 84 16 3462 1384 2359 1722 446 179 596 347
"532" "2016" "구로구" "가리봉동" 976 2820 1573 0 0 0 0 159 73 0 0 0 0 164 19 404 193 92 17 447 312 28 11 54 28 88 28 39 6 229 107 35 1 85 46 653 564 105 53 238 115
"533" "2016" "구로구" "개봉1동" 1756 5596 2875 0 0 0 0 351 131 2 1 30 1 314 62 1133 527 536 35 784 501 19 5 68 39 166 67 129 51 82 50 35 18 515 375 726 580 118 57 588 375
"534" "2016" "구로구" "개봉2동" 1133 2989 1693 0 0 0 0 61 33 0 0 9 1 92 20 492 277 331 29 453 292 24 8 64 40 140 54 15 7 38 11 73 22 253 174 605 527 87 33 252 165
"535" "2016" "구로구" "개봉3동" 1012 5099 2391 1 0 0 0 123 63 0 0 0 0 199 38 530 248 247 12 311 206 50 9 38 17 77 33 22 8 2372 905 21 9 459 369 305 269 60 25 284 180
"536" "2016" "구로구" "고척1동" 2629 9475 4067 0 0 0 0 1389 302 93 84 11 3 833 148 2111 860 457 29 995 605 53 22 161 86 312 117 131 49 134 69 199 170 947 444 910 747 306 121 433 211
"537" "2016" "구로구" "고척2동" 1427 3976 2055 0 0 0 0 287 108 0 0 0 0 200 27 825 405 312 16 437 291 9 5 42 23 174 76 24 9 37 18 97 18 462 339 540 449 144 74 386 197
"538" "2016" "구로구" "구로1동" 626 3021 1098 0 0 0 0 156 34 0 0 2 0 148 20 355 140 312 23 196 132 54 16 38 19 199 49 26 9 598 22 47 10 427 321 205 179 54 22 204 102
"539" "2016" "구로구" "구로2동" 7912 30343 12792 0 0 0 0 2513 620 0 0 39 3 1322 249 13599 4600 710 160 1442 1020 332 116 320 172 417 146 1144 494 1586 1077 2081 847 405 272 3244 2514 179 108 1010 394
"540" "2016" "구로구" "구로3동" 6881 82785 29914 0 0 0 0 10204 3183 0 0 44 9 3682 590 9251 3483 1067 299 3496 2151 26773 7398 2841 1246 1296 430 10658 3186 8330 4952 337 187 1908 1128 1020 824 453 209 1425 639
"541" "2016" "구로구" "구로4동" 2023 5011 2775 0 0 0 0 120 56 10 4 19 4 131 22 1077 552 258 39 865 600 83 22 116 62 259 95 254 101 158 77 93 29 323 241 651 532 137 72 457 267
"542" "2016" "구로구" "구로5동" 4857 26516 11598 0 0 0 0 485 173 0 0 2 0 3157 314 3994 1851 2450 117 1719 1060 1035 335 2716 2185 987 432 1758 431 4203 2001 108 30 678 479 1573 1290 315 153 1336 747
"543" "2016" "구로구" "수궁동" 1272 5881 2111 0 0 0 0 1148 323 0 0 0 0 318 44 796 253 976 55 332 230 172 51 39 20 79 39 109 21 16 6 197 63 955 553 427 334 58 22 259 97
"544" "2016" "구로구" "신도림동" 2835 14839 7155 0 0 0 0 2156 396 0 0 9 1 903 107 2861 1333 363 46 1823 1093 569 167 1322 839 541 208 577 191 1227 1000 51 14 1138 843 600 490 163 73 536 354
"545" "2016" "구로구" "오류1동" 1121 5158 2697 0 0 0 0 154 87 0 0 0 0 454 88 652 289 231 17 567 351 79 27 81 48 208 74 108 41 1374 854 89 21 285 190 387 319 102 49 387 242
"546" "2016" "구로구" "오류2동" 1573 7882 3290 0 0 0 0 315 143 0 0 14 2 243 58 1163 451 1278 90 581 372 50 21 71 39 276 86 134 49 117 33 862 95 1340 824 894 772 83 41 461 214
"547" "2016" "금천구" "가산동" 13752 153745 53813 4 1 2 0 28521 9660 9 1 33 8 9277 1215 24852 9689 3597 914 4861 3223 31773 9437 2029 944 2636 865 26825 7179 14826 8469 104 43 1141 582 959 720 414 182 1882 681
"548" "2016" "금천구" "독산1동" 3922 24440 9052 0 0 0 0 8461 2979 0 0 61 5 1244 176 4671 1757 2092 129 1234 802 790 195 303 131 705 191 937 333 742 461 84 32 681 468 1096 889 205 94 1134 410
"549" "2016" "금천구" "독산2동" 1178 3542 1630 0 0 0 0 383 240 0 0 0 0 521 39 593 238 399 29 372 266 2 0 32 14 60 19 37 13 34 23 48 13 285 200 447 378 59 26 270 132
"550" "2016" "금천구" "독산3동" 2190 8267 3618 0 0 0 0 1367 843 0 0 0 0 256 29 1158 493 429 20 728 505 11 4 125 57 190 58 401 232 1650 114 165 98 467 298 741 576 132 74 447 217
"551" "2016" "금천구" "독산4동" 1011 3674 1735 0 0 0 0 554 373 0 0 59 4 104 18 502 191 346 25 585 358 360 125 49 25 64 21 27 13 51 22 135 25 151 108 310 246 154 73 223 108
"552" "2016" "금천구" "시흥1동" 2986 13912 6883 0 0 0 0 1369 667 0 0 34 2 1041 96 2119 1119 395 27 1845 1156 90 30 141 75 300 116 228 55 1744 834 1302 512 692 431 1554 1261 239 106 819 396
"553" "2016" "금천구" "시흥2동" 576 2005 1233 0 0 0 0 20 12 0 0 0 0 40 7 164 88 258 13 85 54 1 0 31 15 107 38 2 2 0 0 20 11 715 559 372 327 101 58 89 49
"554" "2016" "금천구" "시흥3동" 3340 10610 3041 0 0 0 0 1378 326 3 1 44 5 1653 252 4544 1232 744 88 286 203 57 9 77 35 114 30 285 129 578 245 17 11 409 277 106 86 37 18 278 94
"555" "2016" "금천구" "시흥4동" 859 1938 1112 0 0 0 0 171 114 0 0 10 1 39 7 252 129 296 12 183 115 12 6 16 9 49 22 5 4 0 0 25 14 325 274 275 240 57 41 223 124
"556" "2016" "금천구" "시흥5동" 1173 3445 1822 0 0 0 0 239 154 0 0 0 0 158 39 486 244 569 33 504 320 6 1 38 17 88 32 33 15 5 4 81 19 230 174 521 448 101 48 386 274
"557" "2016" "노원구" "공릉1동" 2776 11472 5526 0 0 0 0 801 417 0 0 38 6 547 111 1846 790 1369 52 1343 805 226 71 216 123 345 128 541 229 968 561 110 23 655 508 1519 1229 222 89 726 384
"558" "2016" "노원구" "공릉2동" 1944 11763 5795 3 2 0 0 592 225 0 0 0 0 177 51 803 410 920 35 1156 714 130 41 70 44 371 144 423 177 44 16 27 15 4463 2333 1777 1238 465 165 342 185
"559" "2016" "노원구" "상계10동" 469 2191 910 0 0 0 0 1 1 0 0 24 2 14 4 130 55 760 37 132 86 4 3 74 43 130 27 38 17 46 40 78 55 449 301 171 161 46 25 94 53
"560" "2016" "노원구" "상계1동" 3133 10559 4367 0 0 0 0 276 135 0 0 28 13 598 99 1570 708 2291 82 1207 759 106 43 48 23 342 144 237 66 1062 385 86 15 771 570 1203 985 168 65 566 275
"561" "2016" "노원구" "상계2동" 2459 9991 5932 0 0 0 0 232 115 0 0 21 3 139 42 2202 1269 355 35 2540 1458 112 39 95 61 330 127 167 93 254 217 60 15 658 458 1560 1279 384 164 882 557
"562" "2016" "노원구" "상계3.4동" 1434 4495 2013 0 0 0 0 337 179 0 0 0 0 116 22 563 257 1179 82 385 254 18 10 14 10 164 57 31 15 425 304 32 14 287 212 462 389 77 38 405 170
"563" "2016" "노원구" "상계5동" 1568 4708 2636 0 0 0 0 363 198 0 0 27 5 142 28 716 348 425 39 428 294 27 11 43 22 130 66 72 24 766 473 62 14 271 179 690 641 110 46 436 248
"564" "2016" "노원구" "상계6.7동" 1910 14943 9344 0 0 0 0 36 17 272 38 0 0 137 51 1235 761 326 22 1702 1045 100 34 2851 1983 566 178 187 83 415 317 1192 531 1453 978 3761 2903 239 109 471 294
"565" "2016" "노원구" "상계8동" 577 1935 1190 0 0 0 0 10 3 0 0 0 0 22 5 218 125 171 5 165 104 8 3 38 22 158 35 6 1 0 0 19 12 533 389 450 412 61 24 76 50
"566" "2016" "노원구" "상계9동" 721 2519 1437 0 0 0 0 9 4 0 0 0 0 16 6 316 211 311 18 208 130 0 0 67 39 166 38 2 1 41 39 59 14 888 582 311 279 31 16 94 60
"567" "2016" "노원구" "월계1동" 1444 6011 2438 0 0 0 0 368 136 0 0 0 0 111 28 683 298 811 41 911 536 37 13 37 21 204 68 86 22 178 43 20 7 1487 579 577 431 167 67 334 148
"568" "2016" "노원구" "월계2동" 922 3313 1460 0 0 0 0 209 95 0 0 0 0 58 14 275 122 699 29 214 150 21 9 0 0 141 48 44 28 52 38 55 16 1180 626 219 194 36 20 110 71
"569" "2016" "노원구" "월계3동" 965 3371 1568 0 0 0 0 10 4 0 0 0 0 36 15 613 385 996 53 222 140 25 5 28 16 187 59 80 27 139 93 72 19 401 310 398 357 29 10 135 75
"570" "2016" "노원구" "중계1동" 951 4219 2299 0 0 0 0 7 4 0 0 0 0 48 13 566 366 179 4 600 335 7 2 55 32 334 116 27 13 9 5 61 12 1696 988 276 233 171 94 183 82
"571" "2016" "노원구" "중계2.3동" 1360 5472 3300 0 0 0 0 76 37 0 0 0 0 22 6 1353 913 347 18 967 621 117 68 29 16 264 81 32 17 55 24 85 21 1015 680 721 580 161 86 228 132
"572" "2016" "노원구" "중계4동" 1044 3766 2108 0 0 0 0 25 12 0 0 12 1 64 19 544 307 214 16 654 444 7 4 53 32 162 43 60 12 41 33 22 9 803 374 765 636 155 64 185 102
"573" "2016" "노원구" "중계본동" 1184 5296 2671 0 0 0 0 180 102 0 0 0 0 84 15 553 283 331 15 555 335 205 81 29 13 219 81 40 11 448 204 21 8 1821 1042 301 213 187 71 322 197
"574" "2016" "노원구" "하계1동" 1023 7727 3984 0 0 0 0 433 159 0 0 0 0 155 40 1065 611 636 27 743 483 3 3 41 22 299 71 158 49 354 260 576 108 1225 768 1474 1089 150 46 415 248
"575" "2016" "노원구" "하계2동" 387 1248 695 0 0 0 0 8 4 0 0 0 0 13 4 108 57 164 7 99 67 0 0 18 8 158 34 5 3 1 0 19 9 391 291 173 159 21 8 70 44
"576" "2016" "도봉구" "도봉1동" 1701 6063 2598 3 2 6 1 536 293 0 0 68 17 256 52 889 368 1333 89 866 567 35 12 55 28 156 72 124 41 179 97 61 16 425 276 542 412 128 54 401 201
"577" "2016" "도봉구" "도봉2동" 1439 6722 2839 0 0 0 0 108 50 0 0 4 1 171 52 756 317 1238 49 509 346 13 6 62 25 580 173 413 153 596 301 772 319 350 246 657 577 89 34 404 190
"578" "2016" "도봉구" "방학1동" 2330 10831 5033 0 0 0 0 496 284 0 0 0 0 295 66 1800 919 1258 47 1193 759 18 10 261 118 320 121 483 139 151 25 1824 795 660 497 1113 881 247 115 712 257
"579" "2016" "도봉구" "방학2동" 1244 3029 1579 0 0 0 0 567 340 0 0 0 0 91 10 653 276 283 9 313 189 10 4 61 14 36 15 18 6 71 47 25 12 225 163 391 337 46 21 239 136
"580" "2016" "도봉구" "방학3동" 871 3127 1526 0 0 0 0 46 25 0 0 0 0 78 10 288 127 721 21 295 186 0 0 29 15 195 62 16 3 3 2 53 17 490 363 608 501 80 32 225 162
"581" "2016" "도봉구" "쌍문1동" 928 3908 2100 0 0 0 0 197 90 0 0 0 0 72 19 465 239 548 23 343 235 15 3 22 12 110 40 6 2 15 10 50 14 1177 756 634 518 88 45 166 94
"582" "2016" "도봉구" "쌍문2동" 1308 5503 2660 0 0 0 0 344 205 0 0 0 0 259 47 855 472 602 24 565 346 18 6 103 49 302 83 80 37 442 62 47 12 422 312 842 700 130 54 492 251
"583" "2016" "도봉구" "쌍문3동" 975 4078 1970 0 0 0 0 282 142 0 0 22 2 373 36 716 317 152 8 434 266 322 96 56 32 102 33 49 38 70 21 49 12 181 126 1003 718 60 21 207 102
"584" "2016" "도봉구" "쌍문4동" 616 1922 1027 0 0 0 0 18 5 0 0 0 0 50 13 194 106 191 7 150 94 0 0 11 5 128 36 5 1 0 0 20 9 833 535 122 111 41 14 159 91
"585" "2016" "도봉구" "창1동" 1404 3739 1958 0 0 0 0 90 56 0 0 4 0 153 12 595 336 664 39 443 301 62 4 118 96 175 74 36 16 137 122 48 11 456 344 423 365 118 53 217 129
"586" "2016" "도봉구" "창2동" 1398 4457 2163 0 0 0 0 1012 536 0 0 4 2 94 18 773 315 579 33 375 220 12 4 33 19 136 55 50 17 40 17 54 19 252 197 626 487 120 55 297 169
"587" "2016" "도봉구" "창3동" 969 2242 1201 0 0 0 0 289 152 0 0 0 0 110 28 462 196 241 8 314 212 5 0 11 6 71 31 5 4 12 3 21 12 165 136 260 228 47 25 229 160
"588" "2016" "도봉구" "창4동" 1284 7286 3503 0 0 0 0 66 30 0 0 9 1 609 180 1463 828 831 67 651 453 60 29 480 349 287 66 403 179 196 87 537 93 812 594 338 286 299 139 245 122
"589" "2016" "도봉구" "창5동" 2219 7259 3424 0 0 0 0 203 102 0 0 0 0 252 47 1108 538 1253 25 1037 621 26 6 121 61 273 118 90 32 78 44 137 73 809 558 1025 854 161 73 686 272
"590" "2016" "동대문구" "답십리1동" 2242 10402 4713 0 0 3 0 602 302 0 0 0 0 1113 156 2030 757 716 34 704 467 35 14 516 349 516 193 422 124 1629 969 68 18 447 318 1047 793 145 63 409 156
"591" "2016" "동대문구" "답십리2동" 2055 6059 2391 0 0 0 0 739 327 0 0 0 0 194 37 2332 610 405 35 449 292 20 5 51 24 415 142 60 13 31 11 32 19 268 195 432 350 154 58 477 273
"592" "2016" "동대문구" "용신동" 5820 32819 14630 0 0 0 0 3707 1610 3 1 42 3 1639 268 7093 2565 639 89 1943 1279 604 198 2491 1962 886 333 3595 909 3948 2040 2143 918 876 469 1743 1250 549 322 918 414
"593" "2016" "동대문구" "이문1동" 1486 6849 3147 0 0 0 0 131 61 0 0 2 0 269 52 784 368 183 11 1246 718 44 14 81 47 131 53 33 14 51 20 62 15 3064 1297 312 253 155 59 301 165
"594" "2016" "동대문구" "이문2동" 729 2257 922 0 0 0 0 132 63 0 0 31 2 198 21 263 121 608 49 219 141 14 6 20 12 130 48 6 2 5 1 21 9 197 155 254 218 25 18 134 56
"595" "2016" "동대문구" "장안1동" 4539 21790 9612 0 0 0 0 3660 1777 0 0 6 1 1788 277 5151 2068 1271 113 1628 1024 558 378 1036 685 1170 318 729 228 1577 794 360 37 723 597 1049 845 290 156 794 314
"596" "2016" "동대문구" "장안2동" 3204 11468 5971 0 0 0 0 2115 1070 0 0 16 3 222 40 2834 1356 752 30 1849 1141 69 30 82 41 284 109 96 48 119 57 65 22 1031 696 1086 882 268 121 580 325
"597" "2016" "동대문구" "전농1동" 2178 8303 4033 0 0 0 0 460 183 0 0 1 0 285 37 2212 1122 1075 164 1538 944 151 53 77 35 136 58 114 52 64 26 139 20 323 237 1053 731 123 48 552 323
"598" "2016" "동대문구" "전농2동" 875 4824 2393 0 0 0 0 165 77 0 0 0 0 142 29 478 237 156 3 424 266 17 8 46 24 141 42 172 58 35 25 165 108 2324 1125 253 215 98 54 208 122
"599" "2016" "동대문구" "제기동" 4739 11977 5391 0 0 0 0 964 390 0 0 2 0 234 56 5868 2361 357 27 1073 709 110 23 308 183 327 105 449 248 199 91 158 58 392 265 795 523 73 28 668 324
"600" "2016" "동대문구" "청량리동" 1683 8132 3524 0 0 0 0 246 116 0 0 35 7 186 28 1040 440 186 7 850 562 144 28 268 194 183 52 1541 474 438 165 679 158 741 344 978 677 209 90 408 182
"601" "2016" "동대문구" "회기동" 988 9709 5197 0 0 0 0 57 25 0 0 0 0 32 10 591 351 49 2 1400 788 460 313 71 44 67 30 48 23 65 46 41 10 3723 1631 2766 1760 91 44 248 120
"602" "2016" "동대문구" "휘경1동" 1027 4606 2333 0 0 0 0 213 87 0 0 2 0 150 20 1183 624 128 13 705 416 40 14 30 19 198 65 90 28 790 392 19 10 348 241 269 222 139 52 302 130
"603" "2016" "동대문구" "휘경2동" 1197 4977 2462 0 0 0 0 274 124 0 0 3 0 115 18 482 181 622 28 252 153 14 3 22 12 125 44 29 13 206 86 220 39 1087 685 1327 982 57 26 142 68
"604" "2016" "동작구" "노량진1동" 2148 9310 4608 0 0 0 0 67 29 15 0 0 0 141 29 1269 571 212 15 2171 1262 180 72 70 39 373 135 61 25 1078 683 471 92 2036 980 394 336 453 176 319 164
"605" "2016" "동작구" "노량진2동" 1554 6340 2852 0 0 0 0 71 31 0 0 50 4 41 9 2002 774 85 10 797 502 262 82 268 179 84 32 108 61 457 65 1187 555 238 77 267 213 111 53 312 205
"606" "2016" "동작구" "대방동" 1660 12152 5329 0 0 0 0 238 110 0 0 8 2 1691 164 1499 602 360 23 1006 623 379 146 249 125 377 149 1048 332 1604 834 82 22 1836 1123 859 696 176 68 740 310
"607" "2016" "동작구" "사당1동" 1845 9566 4890 0 0 0 0 137 44 87 29 0 0 627 87 1355 700 201 14 1232 758 358 96 1691 1036 431 216 606 233 930 515 76 22 453 322 652 490 160 62 570 266
"608" "2016" "동작구" "사당2동" 1651 5818 3061 0 0 0 0 229 153 3 0 0 0 100 27 1309 636 226 18 1294 711 122 29 93 34 347 132 147 58 133 114 25 15 478 280 579 471 202 82 531 301
"609" "2016" "동작구" "사당3동" 1005 4316 2123 0 0 0 0 97 42 0 0 16 2 193 36 473 224 207 13 348 196 45 10 31 14 410 132 55 16 825 452 68 14 961 617 240 195 52 19 295 141
"610" "2016" "동작구" "사당4동" 684 1738 954 0 0 0 0 79 41 0 0 0 0 91 19 422 225 127 4 208 122 0 0 41 20 78 35 10 1 6 2 20 11 112 76 315 259 50 25 179 114
"611" "2016" "동작구" "사당5동" 506 1709 815 0 0 0 0 75 29 0 0 29 5 120 26 265 89 128 8 157 94 28 13 4 2 72 25 107 30 11 3 18 8 351 276 101 92 107 50 136 65
"612" "2016" "동작구" "상도1동" 1704 8381 3934 0 0 0 0 204 104 0 0 0 0 376 74 1222 514 352 14 1380 796 235 99 79 45 244 88 139 53 124 51 67 20 2593 1123 680 596 163 60 523 297
"613" "2016" "동작구" "상도2동" 1287 4543 2408 0 0 0 0 145 76 63 6 29 1 238 28 763 386 152 7 676 453 41 15 84 44 210 71 109 36 48 20 127 76 558 410 853 525 121 59 326 195
"614" "2016" "동작구" "상도3동" 946 2683 1434 0 0 0 0 126 68 0 0 0 0 186 27 605 348 221 15 351 209 6 2 49 28 91 29 28 12 34 24 83 17 137 103 404 326 99 43 263 183
"615" "2016" "동작구" "상도4동" 983 2910 1614 0 0 0 0 152 67 0 0 6 0 93 20 477 263 332 17 353 220 25 13 21 11 97 38 14 7 4 2 27 17 388 289 645 511 48 25 228 114
"616" "2016" "동작구" "신대방1동" 1060 4364 2262 0 0 0 0 155 76 0 0 8 3 290 36 922 478 140 16 450 281 39 19 154 109 206 70 185 87 564 224 73 17 443 337 394 325 86 46 255 138
"617" "2016" "동작구" "신대방2동" 1219 24086 12789 0 0 0 0 273 143 199 50 4 2 529 89 2516 1163 146 26 971 639 2427 900 407 155 2317 1706 4185 1741 5326 3238 839 273 453 308 2475 1873 506 232 513 251
"618" "2016" "동작구" "흑석동" 1495 10142 5433 0 0 0 0 125 68 0 0 33 2 136 20 729 399 449 160 1237 743 58 36 86 50 276 106 32 12 570 322 29 20 3393 1480 2457 1739 137 42 395 234
"619" "2016" "마포구" "공덕동" 2764 18875 8757 0 0 0 0 938 484 0 0 0 0 1198 78 1937 845 544 180 1390 867 1972 713 1516 448 607 259 1535 529 3717 2381 821 336 496 364 1071 779 396 121 737 373
"620" "2016" "마포구" "대흥동" 1583 9646 5130 0 0 0 0 257 109 0 0 0 0 136 40 938 506 135 19 1024 607 374 141 729 498 315 120 607 323 795 469 24 16 2681 1273 650 551 371 202 610 256
"621" "2016" "마포구" "도화동" 2012 15583 7880 0 0 0 0 108 40 0 0 0 0 913 197 1809 782 914 436 1483 842 1467 403 858 403 476 142 1093 509 4792 3021 23 15 399 302 609 465 109 55 530 268
"622" "2016" "마포구" "망원1동" 1771 4705 1844 0 0 0 0 235 107 0 0 2 0 561 47 829 350 641 61 751 416 268 65 88 47 119 52 228 111 76 35 101 18 96 73 344 284 105 36 261 142
"623" "2016" "마포구" "망원2동" 1362 5226 2166 0 0 0 0 252 137 0 0 4 0 582 111 910 421 864 49 536 310 302 90 32 18 166 59 153 67 203 76 22 14 407 325 271 233 148 57 374 199
"624" "2016" "마포구" "상암동" 2341 38152 14657 0 0 0 0 452 156 79 11 80 10 484 86 4087 1776 2189 200 2815 1756 19124 6153 731 398 654 251 2143 635 1362 704 517 197 1451 969 926 775 407 225 651 355
"625" "2016" "마포구" "서강동" 1699 11958 6098 0 0 0 0 122 37 270 31 3 0 313 99 1634 707 324 112 1668 844 934 430 152 80 270 103 1230 647 1596 1072 76 17 2218 1106 620 520 188 78 340 215
"626" "2016" "마포구" "서교동" 9536 62203 31051 0 0 0 0 1059 421 5 1 62 5 3438 717 10101 5230 2065 918 11517 5842 7078 3191 3522 2416 1369 544 4502 2003 9410 4597 153 27 2508 1642 1866 1556 1396 646 2152 1295
"627" "2016" "마포구" "성산1동" 1539 11078 3629 0 0 0 0 335 166 0 0 76 2 1441 290 1472 595 803 103 577 346 916 368 54 20 140 44 672 232 3197 556 30 6 677 502 207 162 123 58 358 179
"628" "2016" "마포구" "성산2동" 1782 11771 5716 0 0 0 0 111 40 0 0 20 3 256 44 1463 784 804 66 656 426 206 98 39 23 545 233 321 99 2653 1570 1406 604 1017 591 1030 739 521 174 723 222
"629" "2016" "마포구" "신수동" 1174 5334 2426 0 0 0 0 310 180 0 0 21 2 357 83 1036 421 574 152 446 247 316 128 92 70 204 73 339 163 228 105 193 38 427 261 448 328 60 28 283 147
"630" "2016" "마포구" "아현동" 1745 12598 5201 0 0 0 0 293 174 5 1 13 4 470 50 1728 627 366 106 879 550 947 259 947 415 402 176 3285 1014 1262 709 525 90 479 332 506 416 110 54 381 224
"631" "2016" "마포구" "연남동" 1506 5926 2744 0 0 0 0 197 88 0 0 0 0 625 66 1013 476 203 40 1280 590 482 207 18 8 105 46 516 255 571 342 51 16 360 260 231 199 52 21 222 130
"632" "2016" "마포구" "염리동" 720 3618 1763 0 0 0 0 166 67 0 0 3 1 37 7 382 163 427 151 422 228 414 225 68 34 149 59 109 39 240 71 214 108 615 381 149 130 30 16 193 83
"633" "2016" "마포구" "용강동" 2608 19216 7889 0 0 0 0 223 91 87 16 2 0 2033 164 3770 1492 1258 452 1613 954 1547 567 780 332 1043 281 1200 470 2987 1530 270 145 1087 693 320 255 186 78 810 369
"634" "2016" "마포구" "합정동" 2049 14716 5964 0 0 0 0 375 153 0 0 45 3 1817 237 1548 698 758 313 1224 682 2166 831 3931 1490 207 71 714 319 603 355 24 12 376 251 329 254 127 51 472 244
"635" "2016" "서대문구" "남가좌1동" 733 2047 1288 0 0 0 0 54 30 0 0 0 0 12 2 569 358 71 6 452 341 6 2 57 27 103 37 38 12 42 19 28 18 146 116 300 209 47 24 122 87
"636" "2016" "서대문구" "남가좌2동" 1308 4207 2012 0 0 0 0 149 58 0 0 91 5 130 27 626 272 211 18 637 378 75 37 52 32 98 44 44 16 229 72 54 17 1082 552 292 249 102 49 335 186
"637" "2016" "서대문구" "북가좌1동" 642 3126 1218 0 0 0 0 87 46 0 0 0 0 115 26 430 186 1011 31 234 140 72 5 25 11 210 67 10 2 5 2 18 13 422 326 280 234 27 13 180 116
"638" "2016" "서대문구" "북가좌2동" 2330 7183 3334 0 0 0 0 397 199 0 0 28 12 375 81 744 323 1558 44 641 402 188 41 88 48 228 118 77 36 1338 995 97 23 284 207 614 550 102 42 424 213
