"년도" "자치구명" "동" "사업체수" "총종사자수" "총여성종사자수" "농업.임업.및.어업" "농업.임업.및.어업(여성)" "광업" "광업(여성)" "제조업" "제조업(여성)" "전기.가스.증기.및.공기조절.공급업" "전기.가스.증기.및.공기조절.공급업(여성)" "수도.하수.및.폐기물.처리.원료.재생업" "수도.하수.및.폐기물.처리.원료.재생업(여성)" "건설업" "건설업(여성)" "도매.및.소매업" "도매.및.소매업(여성)" "운수.및.창고업" "운수.및.창고업(여성)" "숙박.및.음식점업" "숙박.및.음식점업(여성)" "정보통신업" "정보통신업(여성)" "금융.및.보험업" "금융.및.보험업(여성)" "부동산업" "부동산업(여성)" "전문.과학.및.기술.서비스업" "전문.과학.및.기술.서비스업(여성)" "사업시설.관리.사업.지원.및.임대.서비스업" "사업시설.관리.사업.지원.및.임대.서비스업(여성)" "공공행정.국방.및.사회보장.행정" "공공행정.국방.및.사회보장.행정(여성)" "교육.서비스업" "교육.서비스업(여성)" "보건업.및.사회복지.서비스업" "보건업.및.사회복지.서비스업(여성)" "예술.스포츠.및.여가관련.서비스업" "예술.스포츠.및.여가관련.서비스업(여성)" "협회.및.단체.수리.및.기타.개인.서비스업" "협회.및.단체.수리.및.기타.개인.서비스업(여성)"
"991" "2017" "노원구" "월계2동" 944 3464 1507 0 0 0 0 218 96 0 0 0 0 52 13 296 141 711 30 233 152 32 9 0 0 144 45 60 34 41 23 56 17 1173 584 263 242 47 26 138 95
"992" "2017" "노원구" "월계3동" 963 3943 1968 0 0 0 0 20 7 0 0 0 0 47 12 732 450 1003 63 294 193 30 9 22 11 276 69 93 31 123 108 91 22 477 381 536 494 38 18 161 100
"993" "2017" "노원구" "중계1동" 1000 4392 2504 0 0 0 0 21 17 0 0 0 0 42 13 581 376 175 2 596 373 10 2 54 33 266 88 29 13 14 8 63 16 1807 1081 299 244 213 113 222 125
"994" "2017" "노원구" "중계2.3동" 1361 5555 3307 0 0 0 0 75 36 0 0 0 0 18 3 1339 889 342 13 1000 618 103 52 27 14 238 73 40 20 59 26 91 33 981 636 766 623 195 106 281 165
"995" "2017" "노원구" "중계4동" 1049 3975 2317 0 0 0 0 37 14 0 0 0 0 70 22 702 447 213 16 683 434 2 0 51 32 150 44 64 7 25 8 22 11 914 524 683 566 168 87 191 105
"996" "2017" "노원구" "중계본동" 1198 5494 2701 0 0 0 0 192 101 0 0 0 0 52 11 528 281 316 15 569 346 228 76 29 17 218 88 37 9 403 45 21 9 2051 1172 426 334 199 77 225 120
"997" "2017" "노원구" "하계1동" 1103 7546 3826 0 0 0 0 474 174 0 0 0 0 168 30 1064 584 584 30 752 483 17 7 39 20 298 94 144 35 247 168 593 119 1176 723 1492 1145 143 52 355 162
"998" "2017" "노원구" "하계2동" 395 1307 759 0 0 0 0 8 4 0 0 0 0 22 8 145 82 169 9 96 58 0 0 15 8 162 66 5 2 2 0 19 8 408 303 167 156 20 9 69 46
"999" "2017" "도봉구" "도봉1동" 1714 6135 2592 2 1 0 0 589 328 0 0 69 16 293 62 975 409 1356 106 867 539 40 15 49 26 128 48 91 33 60 10 84 27 447 288 590 463 132 59 363 162
"1000" "2017" "도봉구" "도봉2동" 1465 6866 3119 0 0 0 0 131 56 0 0 4 1 146 34 784 349 1197 46 486 326 19 7 77 31 525 193 445 160 521 305 729 317 362 257 983 871 112 42 345 124
"1001" "2017" "도봉구" "방학1동" 2266 10787 5095 0 0 0 0 555 308 0 0 5 2 244 57 1731 947 1215 37 1321 790 19 9 160 68 290 106 487 154 141 26 1755 744 669 455 1141 933 312 150 742 309
"1002" "2017" "도봉구" "방학2동" 1207 3264 1832 0 0 0 0 579 361 0 0 0 0 133 29 695 341 261 12 386 249 4 3 30 14 52 32 26 21 62 31 23 10 207 152 468 392 54 21 284 164
"1003" "2017" "도봉구" "방학3동" 872 3242 1607 0 0 0 0 60 38 0 0 0 0 87 18 310 142 722 19 325 210 0 0 42 19 155 59 16 3 7 4 52 17 471 365 745 587 101 44 149 82
"1004" "2017" "도봉구" "쌍문1동" 890 3852 2142 0 0 0 0 203 91 0 0 0 0 68 14 403 204 510 22 339 225 19 7 21 13 116 52 12 10 15 5 51 16 1125 775 618 519 194 111 158 78
"1005" "2017" "도봉구" "쌍문2동" 1242 5053 2611 0 0 0 0 464 281 0 0 0 0 271 45 824 453 574 19 510 327 27 9 95 54 301 97 102 62 71 42 48 11 468 325 780 644 125 65 393 177
"1006" "2017" "도봉구" "쌍문3동" 971 4015 2019 0 0 0 0 281 137 0 0 21 2 319 40 665 290 140 16 452 271 324 98 60 44 93 39 47 27 66 27 49 13 164 114 1078 777 55 24 201 100
"1007" "2017" "도봉구" "쌍문4동" 616 2003 1083 0 0 0 0 12 3 0 0 0 0 57 12 226 116 178 7 139 89 0 0 11 5 108 30 6 4 0 0 21 9 905 569 148 129 41 21 151 89
"1008" "2017" "도봉구" "창1동" 1413 4207 2092 0 0 0 0 145 95 0 0 5 1 302 42 614 347 636 45 486 321 112 19 214 140 187 74 42 23 20 13 51 15 523 333 520 436 138 63 212 125
"1009" "2017" "도봉구" "창2동" 1356 4348 2043 0 0 0 0 968 464 0 0 3 1 95 28 777 299 539 28 394 233 13 5 27 16 117 50 35 9 57 19 54 19 237 171 633 503 112 46 287 152
"1010" "2017" "도봉구" "창3동" 929 2199 1204 0 0 0 0 296 140 0 0 0 0 89 17 446 206 216 9 291 190 4 0 10 4 48 22 8 6 9 4 20 13 198 152 372 329 39 25 153 87
"1011" "2017" "도봉구" "창4동" 1277 7384 3584 0 0 0 0 65 29 0 0 9 1 806 237 1419 833 745 40 612 389 77 31 409 293 259 68 385 199 240 64 546 152 764 524 478 423 316 168 254 133
"1012" "2017" "도봉구" "창5동" 2133 7148 3395 0 0 0 0 208 99 0 0 0 0 240 55 1046 513 1254 41 906 529 51 19 115 59 230 88 83 45 83 47 122 64 883 575 1086 898 172 69 669 294
"1013" "2017" "동대문구" "답십리1동" 1961 7131 3304 0 0 1 0 515 250 0 0 0 0 265 42 1559 545 679 30 459 289 51 18 376 234 294 104 235 103 977 478 74 21 430 322 854 687 121 56 241 125
"1014" "2017" "동대문구" "답십리2동" 2186 7251 2864 0 0 0 0 698 316 0 0 0 0 433 78 2502 712 416 37 564 342 20 6 127 54 461 86 140 46 254 174 35 18 248 174 780 595 127 52 446 174
"1015" "2017" "동대문구" "용신동" 5640 33713 15511 0 0 0 0 3774 1687 3 0 38 4 1387 213 6747 2443 526 89 1920 1241 512 159 2312 1755 1194 469 3767 1052 4896 2658 2393 1036 966 538 2047 1590 496 274 735 303
"1016" "2017" "동대문구" "이문1동" 1477 6698 3182 0 0 0 0 142 70 0 0 3 0 281 52 698 327 187 13 1188 645 29 13 63 36 124 54 65 29 164 106 80 22 2917 1368 307 243 143 61 307 143
"1017" "2017" "동대문구" "이문2동" 705 2282 947 0 0 0 0 147 72 0 0 34 2 191 23 252 117 586 41 243 142 11 3 9 5 111 35 4 1 2 0 61 42 218 175 256 221 26 17 131 51
"1018" "2017" "동대문구" "장안1동" 4572 21603 9388 0 0 0 0 4113 2102 0 0 7 1 2088 238 5213 2170 1103 157 1695 1011 596 386 890 516 1032 230 728 238 1163 546 234 33 625 500 1036 782 313 160 767 318
"1019" "2017" "동대문구" "장안2동" 3164 11590 6260 0 0 0 0 2237 1194 0 0 18 3 249 42 2665 1289 689 32 1665 1050 81 31 89 47 255 88 131 64 153 76 60 20 1092 725 1464 1214 262 117 480 268
"1020" "2017" "동대문구" "전농1동" 2199 8492 4081 0 0 0 0 486 219 0 0 3 0 386 64 2066 1044 1118 69 1591 998 115 42 65 38 142 63 106 42 55 22 159 40 336 234 1266 906 145 59 453 241
"1021" "2017" "동대문구" "전농2동" 894 5038 2378 0 0 0 0 166 76 0 0 0 0 166 27 470 229 186 5 385 239 20 6 49 25 135 37 209 85 37 28 117 65 2583 1218 257 214 82 35 176 89
"1022" "2017" "동대문구" "제기동" 4750 12275 5415 0 0 0 0 1036 427 0 0 3 0 311 53 6075 2394 396 28 1234 809 90 27 226 133 295 87 350 173 244 83 125 59 402 279 869 586 105 34 514 243
"1023" "2017" "동대문구" "청량리동" 1679 8818 4020 0 0 0 0 295 130 0 0 36 7 195 44 1039 434 199 9 835 529 82 13 678 407 227 68 1495 478 557 185 597 161 783 422 1148 842 252 112 400 179
"1024" "2017" "동대문구" "회기동" 997 8922 4855 0 0 0 0 53 23 0 0 0 0 53 15 640 363 58 4 1295 723 194 71 67 42 51 18 64 30 49 26 54 22 3259 1542 2722 1803 112 41 251 132
"1025" "2017" "동대문구" "휘경1동" 977 3825 1924 0 0 0 0 228 90 0 0 2 0 132 23 1129 657 126 12 689 393 39 12 30 18 142 41 79 20 322 118 48 22 133 78 296 249 135 63 295 128
"1026" "2017" "동대문구" "휘경2동" 1210 5204 2655 0 0 0 0 347 149 0 0 3 0 133 29 419 182 620 24 284 158 15 4 21 12 126 42 52 27 236 131 230 48 1125 710 1391 1054 57 26 145 59
"1027" "2017" "동작구" "노량진1동" 2148 9368 4746 0 0 0 0 76 32 0 0 14 0 150 31 1265 601 200 29 2168 1257 180 74 80 44 355 130 59 25 1032 678 463 97 2181 1038 418 353 466 211 261 146
"1028" "2017" "동작구" "노량진2동" 1634 6715 3083 0 0 0 0 76 38 0 0 59 4 33 7 2361 878 88 12 852 537 286 131 350 271 88 35 112 51 466 88 1050 442 198 90 324 267 99 52 273 180
"1029" "2017" "동작구" "대방동" 1734 12303 5451 0 0 2 0 232 98 0 0 8 2 1542 99 1365 536 399 41 1042 625 340 109 377 205 450 205 947 327 1783 884 116 22 1852 1141 1041 862 171 66 636 229
"1030" "2017" "동작구" "사당1동" 1856 10295 5409 0 0 0 0 136 51 89 23 0 0 733 105 1392 739 224 16 1206 713 376 115 1623 973 462 230 504 182 1579 974 73 20 377 273 817 647 174 74 530 274
"1031" "2017" "동작구" "사당2동" 1667 6477 3775 0 0 0 0 238 165 3 0 0 0 116 28 1268 662 205 35 1359 744 109 26 113 50 321 103 118 46 661 632 43 14 464 306 716 602 234 97 509 265
"1032" "2017" "동작구" "사당3동" 959 4219 2086 0 0 0 0 88 36 0 0 17 2 247 38 476 211 195 13 387 220 35 9 21 9 390 127 36 13 577 300 71 15 984 630 385 330 65 24 245 109
"1033" "2017" "동작구" "사당4동" 664 1791 976 0 0 0 0 85 41 0 0 0 0 99 21 446 220 113 6 213 137 4 0 37 19 82 32 8 2 28 15 24 13 88 58 372 309 56 25 136 78
"1034" "2017" "동작구" "사당5동" 508 1738 802 0 0 0 0 75 25 0 0 25 2 100 17 294 108 154 10 151 77 24 11 4 2 66 25 124 41 50 10 20 10 339 274 81 74 105 50 126 66
"1035" "2017" "동작구" "상도1동" 1697 8757 4310 0 0 0 0 215 114 0 0 0 0 405 68 1154 499 367 13 1278 749 237 107 76 43 247 86 246 105 40 15 61 20 3052 1531 771 678 190 71 418 211
"1036" "2017" "동작구" "상도2동" 1344 5059 2748 0 0 0 0 161 87 50 0 40 1 199 21 739 356 146 17 741 499 30 9 95 50 255 91 116 42 43 24 188 79 636 452 1133 761 154 78 333 181
"1037" "2017" "동작구" "상도3동" 1017 2937 1524 0 0 0 0 133 73 0 0 0 0 191 19 643 358 267 12 438 268 6 1 56 28 108 37 37 16 55 24 56 17 133 101 490 390 106 52 218 128
"1038" "2017" "동작구" "상도4동" 934 2787 1554 0 0 0 0 130 59 0 0 4 1 80 16 460 247 288 14 333 198 20 9 18 9 83 29 11 5 10 2 26 16 406 293 649 509 53 31 216 116
"1039" "2017" "동작구" "신대방1동" 1052 4104 1979 0 0 0 0 161 83 0 0 14 5 314 41 680 293 124 9 461 304 25 7 100 63 178 52 194 104 599 177 68 21 433 305 407 344 96 44 250 127
"1040" "2017" "동작구" "신대방2동" 1238 23348 12953 0 0 0 0 270 135 0 0 219 51 532 64 1700 823 142 21 979 643 2459 924 532 192 1994 1528 3718 1645 5708 3750 886 297 556 380 2691 2067 479 210 483 223
"1041" "2017" "동작구" "흑석동" 1514 10524 5642 0 0 0 0 152 79 0 0 35 1 180 21 747 411 378 152 1299 777 51 35 76 41 269 115 410 234 246 118 72 19 3749 1642 2327 1707 152 65 381 225
"1042" "2017" "마포구" "공덕동" 2781 19160 9176 0 0 0 0 973 514 0 0 0 0 1452 157 1911 873 493 156 1378 834 1818 689 1617 575 563 241 1456 479 4113 2513 741 325 576 426 1127 923 185 71 757 400
"1043" "2017" "마포구" "대흥동" 1547 9660 5172 0 0 0 0 281 133 0 0 0 0 119 25 871 418 147 35 1099 646 418 148 679 511 281 117 612 290 625 437 21 12 2838 1311 740 616 383 213 546 260
"1044" "2017" "마포구" "도화동" 2047 15957 7795 0 0 0 0 114 45 1 0 4 0 758 143 1718 758 929 469 1690 926 1424 388 708 302 441 132 1446 570 4729 2682 22 13 525 414 779 630 150 68 519 255
"1045" "2017" "마포구" "망원1동" 1802 4625 2077 0 0 0 0 227 102 0 0 2 0 323 49 854 386 637 68 914 518 178 52 60 34 114 46 187 101 98 61 102 20 126 78 447 384 116 42 240 136
"1046" "2017" "마포구" "망원2동" 1360 4614 2017 0 0 0 0 229 110 0 0 4 0 453 92 796 362 571 54 511 282 241 66 45 25 145 67 225 94 123 62 24 12 418 280 251 217 154 70 424 224
"1047" "2017" "마포구" "상암동" 2324 37364 14412 0 0 0 0 411 123 100 10 79 9 420 78 4249 1681 2133 276 2807 1691 17211 5375 837 412 688 262 2770 1077 1258 597 695 333 1345 975 1042 898 567 196 752 419
"1048" "2017" "마포구" "서강동" 1779 11995 5893 0 0 0 0 87 31 233 37 3 0 469 114 1525 700 352 134 1667 874 944 380 192 106 224 81 640 288 1986 1284 77 20 2465 1044 565 468 169 85 397 247
"1049" "2017" "마포구" "서교동" 9686 60482 30407 0 0 0 0 1030 459 0 0 59 5 3239 691 10201 5435 1897 855 10960 5357 6327 2820 3424 2080 1116 349 4937 2131 8965 4767 159 27 2459 1613 2179 1871 1347 638 2183 1309
"1050" "2017" "마포구" "성산1동" 1488 13161 3862 0 0 0 0 302 136 0 0 77 2 3294 310 1445 625 586 114 583 364 768 299 34 13 108 32 1211 328 3299 705 34 12 679 471 214 167 163 93 364 191
"1051" "2017" "마포구" "성산2동" 1747 12091 6413 0 0 0 0 82 35 0 0 22 2 240 50 1547 831 781 64 705 421 168 89 54 28 282 87 314 92 3192 2152 1434 640 975 637 1142 930 482 157 671 198
"1052" "2017" "마포구" "신수동" 1230 5629 2628 0 0 0 0 306 190 0 0 2 0 392 105 968 389 582 164 494 297 317 125 96 71 182 79 348 152 302 119 374 133 464 297 476 358 53 24 273 125
"1053" "2017" "마포구" "아현동" 1630 12154 5088 0 0 0 0 297 166 3 1 2 2 566 72 1163 546 334 100 776 481 845 230 1295 575 348 153 2713 491 1582 1043 506 84 504 348 556 462 117 43 547 291
"1054" "2017" "마포구" "연남동" 1611 6441 2925 0 0 0 0 188 78 0 0 0 0 737 93 1031 489 203 58 1562 684 519 214 15 8 117 47 526 271 586 337 62 17 372 267 242 214 62 22 219 126
"1055" "2017" "마포구" "염리동" 699 4050 1858 0 0 0 0 153 65 0 0 6 4 52 8 502 184 453 150 509 276 557 268 81 36 130 50 114 50 453 52 35 16 656 449 163 148 34 16 152 86
"1056" "2017" "마포구" "용강동" 2550 18504 8080 0 0 0 0 225 93 88 20 1 0 1920 308 3658 1591 1272 418 1470 934 1437 511 693 298 671 202 1183 446 3466 1749 290 152 905 637 310 247 162 77 753 397
"1057" "2017" "마포구" "합정동" 2044 12112 5489 0 0 0 0 216 90 0 0 46 2 1853 228 1429 669 597 285 1668 953 1629 550 1492 885 178 50 1142 547 562 383 23 11 374 269 360 282 113 45 430 240
"1058" "2017" "서대문구" "남가좌1동" 797 2197 1409 0 0 0 0 50 27 0 0 0 0 20 4 594 368 90 11 485 375 13 4 69 33 100 59 37 15 22 9 19 8 189 150 330 253 68 30 111 63
"1059" "2017" "서대문구" "남가좌2동" 1243 4877 2467 0 0 0 0 131 55 0 0 89 4 107 24 520 248 203 12 641 363 46 20 54 31 91 44 31 9 130 25 53 18 2116 1156 293 251 97 56 275 151
"1060" "2017" "서대문구" "북가좌1동" 665 3407 1203 0 0 0 0 74 45 0 0 0 0 101 18 414 185 1335 31 208 126 66 14 35 13 202 52 12 3 33 24 21 15 446 346 256 220 34 15 170 96
"1061" "2017" "서대문구" "북가좌2동" 2381 6903 2942 0 0 0 0 422 209 0 0 25 7 450 68 694 290 1512 37 615 389 150 35 88 51 219 95 79 34 1083 674 108 28 320 216 626 562 114 51 398 196
"1062" "2017" "서대문구" "북아현동" 864 2677 1520 0 0 0 0 311 186 0 0 0 0 30 4 424 200 127 3 296 176 12 2 47 26 175 80 38 23 47 38 49 16 273 129 642 538 60 22 146 77
"1063" "2017" "서대문구" "신촌동" 3720 35054 20434 0 0 0 0 206 81 0 0 0 0 89 28 2938 1774 233 29 6332 3559 827 321 303 164 463 148 2536 1643 1315 876 282 163 9162 4522 8359 5935 619 267 1390 924
"1064" "2017" "서대문구" "연희동" 2318 10892 5153 1 1 0 0 395 175 2 0 8 0 549 75 1903 826 521 29 1415 877 312 118 126 72 256 99 475 154 394 151 1701 680 1218 830 888 708 188 91 540 267
"1065" "2017" "서대문구" "천연동" 941 2898 1487 0 0 0 0 134 59 0 0 0 0 85 18 456 205 130 9 398 247 96 60 34 15 100 38 39 18 85 44 121 19 542 274 428 353 75 33 175 95
"1066" "2017" "서대문구" "충현동" 1825 24126 9888 0 0 0 0 237 75 0 0 272 67 1489 100 4007 1654 563 141 1265 798 1003 320 3764 1764 304 101 2335 1012 3586 1414 2683 951 1392 760 533 416 92 42 601 273
"1067" "2017" "서대문구" "홍은1동" 964 2521 1308 0 0 0 0 83 28 49 40 2 0 71 14 438 218 252 18 279 183 138 81 23 12 125 46 53 14 24 11 90 26 208 146 385 319 92 45 209 107
"1068" "2017" "서대문구" "홍은2동" 1176 5405 2464 0 0 0 0 191 61 0 0 19 1 145 31 484 203 725 39 928 492 88 16 37 19 118 33 44 16 41 16 60 20 1477 845 592 459 135 63 321 150
"1069" "2017" "서대문구" "홍제1동" 1163 4679 2188 0 0 0 0 188 117 0 0 0 0 765 46 725 346 227 17 462 287 48 18 114 56 196 66 96 32 43 13 57 23 954 579 504 427 70 39 230 122
"1070" "2017" "서대문구" "홍제2동" 594 1751 923 0 0 0 0 105 45 0 0 159 69 36 2 256 124 84 8 227 138 18 10 27 15 127 54 78 36 9 1 18 11 133 96 232 198 71 35 171 81
"1071" "2017" "서대문구" "홍제3동" 1201 3730 2063 0 0 0 0 194 87 0 0 0 0 125 21 652 322 193 20 556 335 35 30 75 43 118 42 31 14 199 43 166 93 489 362 571 477 73 45 253 129
"1072" "2017" "서초구" "내곡동" 681 7471 2580 2 1 0 0 53 6 0 0 0 0 1994 284 988 346 693 45 295 204 38 11 23 10 97 44 286 56 792 325 991 361 251 199 771 579 56 36 141 73
"1073" "2017" "서초구" "반포1동" 1508 9952 4366 0 0 0 0 125 50 0 0 0 0 1065 96 2270 806 55 13 906 536 738 275 412 203 495 184 1148 414 497 209 71 18 671 479 806 658 215 107 478 318
"1074" "2017" "서초구" "반포2동" 455 2670 1378 0 0 0 0 9 4 0 0 2 0 64 24 200 113 30 3 166 112 78 18 105 50 492 174 53 16 47 21 202 21 593 441 208 189 180 69 241 123
"1075" "2017" "서초구" "반포3동" 969 7480 3559 0 0 0 0 50 26 5 0 0 0 1708 275 1100 551 44 3 974 559 21 11 141 74 443 142 208 99 763 453 21 12 781 539 830 629 155 67 236 119
"1076" "2017" "서초구" "반포4동" 3586 30004 15573 0 0 0 0 147 86 0 0 68 2 2364 224 7037 4174 1806 112 4483 2577 472 201 522 228 556 181 1881 702 1777 892 267 107 2063 1372 4865 3720 764 467 932 528
"1077" "2017" "서초구" "반포본동" 682 2652 1440 0 0 0 0 30 12 0 0 0 0 17 2 458 253 2 0 327 213 170 38 61 34 130 25 58 23 139 48 89 28 909 583 88 73 24 10 150 98
"1078" "2017" "서초구" "방배1동" 1805 17008 7351 0 0 0 0 184 64 0 0 0 0 4580 464 2044 782 68 3 1024 649 775 276 717 272 372 134 1369 561 4054 2997 20 15 552 383 446 348 224 94 579 309
"1079" "2017" "서초구" "방배2동" 1977 18695 8463 0 0 0 0 200 73 0 0 0 0 2293 266 2753 1139 1341 100 1519 905 979 191 1219 783 383 134 1031 351 4425 3245 462 91 640 388 549 451 111 47 790 299
"1080" "2017" "서초구" "방배3동" 1196 14893 4806 0 0 0 0 147 35 5 0 33 7 4507 557 1791 621 390 41 403 262 1171 343 400 110 480 139 943 260 1469 558 114 51 1512 882 741 599 78 35 709 306
"1081" "2017" "서초구" "방배4동" 2396 14199 6536 0 0 0 0 317 127 0 0 0 0 1368 277 2455 953 254 91 879 539 1221 421 530 302 790 262 1818 607 1963 1314 184 94 976 584 768 625 228 103 448 237
"1082" "2017" "서초구" "방배본동" 1583 8705 3699 0 0 0 0 124 42 0 0 0 0 529 123 1888 696 157 20 977 519 774 189 154 59 588 174 623 224 1498 751 48 14 420 295 347 282 176 74 402 237
"1083" "2017" "서초구" "서초1동" 3612 34095 13024 0 0 0 0 699 334 0 0 0 0 6111 1023 5591 1740 392 116 1908 1179 2872 855 1320 734 955 281 4837 1855 4630 2294 83 19 1936 942 1356 1070 311 134 1094 448
"1084" "2017" "서초구" "서초2동" 4356 53006 17579 20 0 3 1 176 68 113 48 24 3 13164 470 5707 2311 481 216 2865 1733 4107 1263 7977 3317 1848 674 4639 1857 6024 2190 1589 823 1608 970 1175 917 334 139 1152 579
"1085" "2017" "서초구" "서초3동" 7525 78122 32161 0 0 0 0 1020 473 11 2 87 8 6418 671 10060 3739 1067 163 4952 3105 7990 2271 2145 1033 2001 583 15752 6025 11566 7085 6267 2233 3236 1944 1330 976 2037 1073 2183 777
"1086" "2017" "서초구" "서초4동" 2869 27550 13895 0 0 0 0 168 65 0 0 0 0 2987 335 5102 2240 124 44 3216 1715 491 195 1035 527 1200 418 3465 1535 3269 2136 44 16 2324 1558 3072 2497 374 153 679 461
"1087" "2017" "서초구" "양재1동" 3599 43639 14949 1 0 0 0 820 318 9 3 53 5 8174 812 4925 1951 582 72 2265 1399 3476 749 449 175 756 254 10309 3294 7106 3264 538 238 1470 887 1268 958 210 104 1228 466
"1088" "2017" "서초구" "양재2동" 5271 49006 15821 6 3 0 0 838 299 3 0 13 3 7423 1193 10949 3841 1027 206 2422 1406 2910 787 678 269 1102 343 13812 3405 5259 2751 50 11 684 460 324 274 373 186 1133 384
"1089" "2017" "서초구" "잠원동" 2137 17616 7128 0 0 2 1 559 407 0 0 5 3 4464 512 2991 1519 204 65 1927 1048 1448 522 361 139 772 235 1808 773 973 477 30 18 658 481 803 627 227 90 384 211
"1090" "2017" "성동구" "금호1가동" 506 1701 919 0 0 0 0 132 65 0 0 0 0 73 18 251 135 121 0 181 105 4 1 20 11 91 44 9 3 45 19 48 16 284 197 226 198 49 25 167 82
"1091" "2017" "성동구" "금호2.3가동" 1034 2867 1617 0 0 0 0 312 186 0 0 0 0 138 20 463 244 175 12 419 256 9 6 52 23 165 64 44 19 27 5 54 19 180 148 543 445 70 34 216 136
"1092" "2017" "성동구" "금호4가동" 635 1894 1018 0 0 0 0 116 50 0 0 2 0 102 8 325 180 98 9 276 156 6 1 68 32 114 50 41 17 6 2 21 12 249 183 259 208 61 29 150 81
"1093" "2017" "성동구" "마장동" 3282 11918 4034 0 0 0 0 1143 497 79 21 23 2 409 68 5537 1530 936 54 589 402 42 15 143 78 199 63 406 144 927 304 186 20 334 268 473 377 108 43 384 148
"1094" "2017" "성동구" "사근동" 1106 11748 5817 0 0 0 0 181 75 0 0 6 2 28 5 515 274 100 12 1805 995 69 23 49 27 101 31 736 406 75 45 188 26 5349 2264 2084 1388 185 80 277 164
"1095" "2017" "성동구" "성수1가1동" 1601 8806 3543 0 0 0 0 2219 681 0 0 115 18 176 45 1642 755 219 29 415 221 757 237 117 65 284 99 894 336 237 119 26 12 499 373 201 157 782 305 223 91
"1096" "2017" "성동구" "성수1가2동" 2346 17723 6912 0 0 0 0 2952 1033 6 0 67 8 862 163 3418 1386 1263 88 910 566 2126 521 625 191 566 219 1481 554 2077 1493 27 13 431 279 219 192 63 28 630 178
"1097" "2017" "성동구" "성수2가1동" 2605 18333 6624 0 0 0 0 4624 1477 0 0 0 0 513 112 4498 1697 471 78 1006 612 1939 595 129 62 264 86 1327 423 1265 738 902 26 470 290 261 221 124 63 540 144
"1098" "2017" "성동구" "성수2가3동" 5203 47180 17221 2 1 0 0 12480 4414 0 0 25 5 2441 353 8333 3250 1674 352 1556 941 3123 856 840 416 1445 915 5106 1560 6497 2978 83 17 569 337 442 353 196 78 2368 395
"1099" "2017" "성동구" "송정동" 692 2393 991 0 0 0 0 505 160 0 0 4 0 134 22 331 111 148 8 136 84 14 2 5 0 47 11 331 175 9 4 265 140 78 61 177 133 20 6 189 74
"1100" "2017" "성동구" "옥수동" 867 3225 1773 0 0 0 0 187 93 0 0 0 0 116 19 490 251 87 10 450 246 62 23 44 25 286 99 89 43 13 2 52 13 556 448 387 280 134 56 272 165
"1101" "2017" "성동구" "왕십리2동" 803 2718 1538 0 0 0 0 626 348 0 0 0 0 122 31 389 231 115 7 217 133 16 6 31 13 193 75 111 56 60 32 23 15 204 152 292 264 53 15 266 160
"1102" "2017" "성동구" "왕십리도선동" 2079 11017 5943 0 0 0 0 1101 577 0 0 24 3 168 26 1501 749 242 26 1305 805 143 49 1053 855 827 162 228 112 1631 539 84 18 701 542 1338 1118 156 71 515 291
"1103" "2017" "성동구" "용답동" 2089 13476 4405 0 0 0 0 1221 578 323 27 289 38 238 49 2808 781 2220 273 717 448 141 49 596 384 225 79 668 262 2518 690 52 15 160 118 473 372 113 46 714 196
"1104" "2017" "성동구" "응봉동" 379 1053 546 0 0 0 0 24 12 0 0 2 0 37 6 116 47 113 4 98 62 3 1 4 2 125 41 2 1 5 0 44 9 277 219 102 86 16 4 85 52
"1105" "2017" "성동구" "행당1동" 1459 9210 4728 0 0 0 0 281 142 2 0 188 56 354 74 1496 895 197 37 1446 822 245 108 211 114 283 119 176 87 98 54 2269 927 426 264 617 497 348 204 573 328
"1106" "2017" "성동구" "행당2동" 592 2046 1182 0 0 0 0 26 12 0 0 0 0 70 22 299 167 116 8 218 125 2 1 36 20 218 68 14 7 13 2 49 13 544 400 263 240 51 26 127 71
"1107" "2017" "성북구" "길음1동" 1092 3950 2452 0 0 0 0 92 53 0 0 0 0 45 11 565 330 192 9 576 380 0 0 89 47 201 90 22 10 346 171 106 18 812 625 592 535 65 22 247 151
"1108" "2017" "성북구" "길음2동" 935 4269 2601 0 0 0 0 54 26 0 0 0 0 69 20 1259 755 103 13 688 495 255 92 25 5 125 61 109 62 127 73 19 10 229 156 705 573 136 90 366 170
"1109" "2017" "성북구" "돈암1동" 389 1802 842 0 0 0 0 34 11 0 0 0 0 208 12 116 58 101 4 112 70 1 0 6 4 108 34 2 1 173 1 19 10 604 400 218 190 18 8 82 39
"1110" "2017" "성북구" "돈암2동" 433 2294 1480 0 0 0 0 6 2 0 0 0 0 16 9 130 83 97 4 97 54 23 12 41 23 209 38 3 1 827 653 69 13 352 271 197 184 71 42 156 91
"1111" "2017" "성북구" "동선동" 1995 9940 5454 0 0 0 0 167 77 0 0 0 0 841 80 1353 798 239 23 2007 1067 310 177 126 75 247 79 203 111 383 235 41 20 2239 1479 786 682 333 132 665 419
"1112" "2017" "성북구" "보문동" 1330 5229 2453 0 0 0 0 729 427 3 1 17 2 295 34 966 461 364 23 401 268 68 27 123 55 119 47 142 57 718 254 83 14 291 135 621 491 47 21 242 136
